# k, Q1, Q2, Q3, Q5, Q8, Qs2
1.260521550930515525e-03 9.416222246645664096e-03 -1.956343609567386295e-03 3.794106883971785308e-03 3.729938984176942984e-03 1.410215695606750197e+00 2.792182724473563749e+00
1.272190874811257371e-03 9.754516880773568197e-03 -2.023198279198776435e-03 3.933110080289687303e-03 3.865659432277472954e-03 1.436385890765961681e+00 2.843508230889602473e+00
1.283968227880183171e-03 1.010483384221262659e-02 -2.092274173789431934e-03 4.077088722050815385e-03 4.006279638642273357e-03 1.463040632278014286e+00 2.895766763029390845e+00
1.295854610221411308e-03 1.046759440782700848e-02 -2.163644814033572911e-03 4.226427675876206179e-03 4.151974719607895090e-03 1.490188851202163045e+00 2.948974919180845422e+00
1.307851031177374550e-03 1.084323459194600457e-02 -2.237382606841957326e-03 4.381077791630669585e-03 4.302926025645404523e-03 1.517839641769801462e+00 3.003149579763764621e+00
1.319958509434534469e-03 1.123220516592103244e-02 -2.313562074693811810e-03 4.541485338562922108e-03 4.459321219146890336e-03 1.546002264224101808e+00 3.058307912950441132e+00
1.332178073109875193e-03 1.163497261149235365e-02 -2.392263777654001899e-03 4.707625561426041945e-03 4.621354645953976333e-03 1.574686147970880246e+00 3.114467378107283135e+00
1.344510759838210947e-03 1.205201931770918597e-02 -2.473563314480880376e-03 4.879885715538143966e-03 4.789227515679413301e-03 1.603900894495607465e+00 3.171645731038086780e+00
1.356957616860300468e-03 1.248384423768977153e-02 -2.557548868238686875e-03 5.058388537354572764e-03 4.963148012463669545e-03 1.633656280295251451e+00 3.229861027877433344e+00
1.369519701111773053e-03 1.293096347615258629e-02 -2.644299034046702652e-03 5.243356553029473142e-03 5.143331735108357117e-03 1.663962260290428041e+00 3.289131630152398511e+00
1.382198079312869921e-03 1.339391075059076855e-02 -2.733907430962087895e-03 5.435137602704374730e-03 5.330001837157102330e-03 1.694828970897417575e+00 3.349476209543062133e+00
1.394993828059041445e-03 1.387323823059134764e-02 -2.826458925806116240e-03 5.633757286069377909e-03 5.523389386076522391e-03 1.726266733292156186e+00 3.410913751892538759e+00
1.407908033912359715e-03 1.436951671067987490e-02 -2.922049688853115956e-03 5.839771485500824984e-03 5.723733438439610952e-03 1.758286056497118777e+00 3.473463562862197485e+00
1.420941793493775678e-03 1.488333677638963015e-02 -3.020773995547079271e-03 6.053082144212423681e-03 5.931281490305304223e-03 1.790897641045311461e+00 3.537145271761453991e+00
1.434096213576257096e-03 1.541530890042971946e-02 -3.122728553450581333e-03 6.274332397876826624e-03 6.146289754337740802e-03 1.824112382236097840e+00 3.601978837770906772e+00
1.447372411178761550e-03 1.596606467106780405e-02 -3.228018784885244939e-03 6.503462288983142756e-03 6.369023408273576971e-03 1.857941373589119483e+00 3.667984553165034800e+00
1.460771513661086570e-03 1.653625700241468169e-02 -3.336741982358045009e-03 6.741021445021462208e-03 6.599756874580028215e-03 1.892395910518735569e+00 3.735183050030227214e+00
1.474294658819604031e-03 1.712656126277730187e-02 -3.449013849896011980e-03 6.987171655516931888e-03 6.838774313994552302e-03 1.927487494017138037e+00 3.803595304245944053e+00
1.487942994983881438e-03 1.773767569353354098e-02 -3.564935120299728057e-03 7.242212078791648161e-03 7.086369734111301610e-03 1.963227833883924633e+00 3.873242640687248439e+00
1.501717681114184003e-03 1.837032219142386430e-02 -3.684628355057563767e-03 7.506640115315311307e-03 7.342847421921259651e-03 1.999628852668133838e+00 3.944146738761995508e+00
1.515619886899893754e-03 1.902524734764263550e-02 -3.808202567927918350e-03 7.780458702008752857e-03 7.608522251624493318e-03 2.036702689419701784e+00 4.016329636796475810e+00
1.529650792858839366e-03 1.970322285159830517e-02 -3.935782812180265398e-03 8.064472206712976210e-03 7.883720121601458380e-03 2.074461703565512405e+00 4.089813738576230762e+00
1.543811590437531083e-03 2.040504702932598516e-02 -4.067490916314140011e-03 8.358499987619501942e-03 8.168778394419528091e-03 2.112918479078744305e+00 4.164621817069510179e+00
1.558103482112338251e-03 2.113154477419858929e-02 -4.203451481814129802e-03 8.663469831239827001e-03 8.464046165122311033e-03 2.152085828220142716e+00 4.240777022117688588e+00
1.572527681491603813e-03 2.188356936166636554e-02 -4.343801547153142671e-03 8.979260940510361624e-03 8.769884726733383901e-03 2.191976795424819269e+00 4.318302882764639250e+00
1.587085413418688621e-03 2.266200246566815388e-02 -4.488665197065926267e-03 9.306653540382434781e-03 9.086667772787760528e-03 2.232604661320843231e+00 4.397223315244682240e+00
1.601777914075985885e-03 2.346775598875712465e-02 -4.638193334871745441e-03 9.645860221901060919e-03 9.414782281653785376e-03 2.273982947506478336e+00 4.477562627046684618e+00
1.616606431089896451e-03 2.430177235784964848e-02 -4.792513787706821626e-03 9.997280970552810744e-03 9.754628415325955482e-03 2.316125420116144529e+00 4.559345523158740754e+00
1.631572223636762941e-03 2.516502578304531321e-02 -4.951786115916768927e-03 1.036162841112688547e-02 1.010662043817907307e-02 2.359046094577998076e+00 4.642597111806860077e+00
1.646676562549798323e-03 2.605852368380385739e-02 -5.116148812036647175e-03 1.073885814583413340e-02 1.047118704024507969e-02 2.402759239877771069e+00 4.727342908704130764e+00
1.661920730427005879e-03 2.698330665145353552e-02 -5.285763566652909237e-03 1.113013493353725084e-02 1.084877142628152755e-02 2.447279382691676997e+00 4.813608845428993810e+00
1.677306021740079941e-03 2.794045125798043719e-02 -5.460786382040981775e-03 1.153514233454509298e-02 1.123983269554110209e-02 2.492621312602369077e+00 4.901421271430796978e+00
1.692833742944334667e-03 2.893106918814162057e-02 -5.641376306159425966e-03 1.195521976110424517e-02 1.164484544888005728e-02 2.538800085828042175e+00 4.990806964091659026e+00
1.708505212589644376e-03 2.995631032397926691e-02 -5.827710392377310165e-03 1.239014411210187169e-02 1.206430083897309762e-02 2.585831030652186779e+00 5.081793130332435737e+00
1.724321761432408024e-03 3.101736287338355963e-02 -6.019944962287525868e-03 1.284102372169897317e-02 1.249870734406577019e-02 2.633729752720474604e+00 5.174407416820797856e+00
1.740284732548540419e-03 3.211545470812218750e-02 -6.218275841873013680e-03 1.330813629650516236e-02 1.294859055083604805e-02 2.682512138120117129e+00 5.268677912115869333e+00
1.756395481447540260e-03 3.325185482355969696e-02 -6.422862900829749873e-03 1.379201395136034694e-02 1.341449431569291008e-02 2.732194359122750882e+00 5.364633153774822638e+00
1.772655376187584706e-03 3.442787456339983093e-02 -6.633912657642411503e-03 1.429367948994291794e-02 1.389698146766356335e-02 2.782792880197266339e+00 5.462302136704331623e+00
1.789065797491687761e-03 3.564486956274734442e-02 -6.851599283002746989e-03 1.481299851307498264e-02 1.439663420033811606e-02 2.834324462140263012e+00 5.561714315592284130e+00
1.805628138864968446e-03 3.690423986527642530e-02 -7.076129643858307394e-03 1.535166038889123306e-02 1.491405461982408913e-02 2.886806166842393662e+00 5.662899614088957811e+00
1.822343806712967400e-03 3.820743318150270768e-02 -7.307701965034642255e-03 1.590912819512214915e-02 1.544986576086910569e-02 2.940255363253350573e+00 5.765888426962193059e+00
1.839214220461071964e-03 3.955594423123780234e-02 -7.546516983441337555e-03 1.648733708696000638e-02 1.600471192740304457e-02 2.994689732547100469e+00 5.870711632400489322e+00
1.856240812675051272e-03 4.095131870533395141e-02 -7.792801568888255322e-03 1.708589640196836804e-02 1.657925981854202827e-02 3.050127273470373268e+00 5.977400590824744064e+00
1.873425029182709594e-03 4.239515247841870588e-02 -8.046750234248551195e-03 1.770638048548946880e-02 1.717419861614279813e-02 3.106586307729888752e+00 6.085987158024523502e+00
1.890768329196648809e-03 4.388909540486970323e-02 -8.308614984550983032e-03 1.834915095231920423e-02 1.779024175029607704e-02 3.164085486411283732e+00 6.196503686607958805e+00
1.908272185438184259e-03 4.543485151081256418e-02 -8.578593244140423832e-03 1.901491027858841221e-02 1.842812676741218889e-02 3.222643794390875893e+00 6.308983034249314059e+00
1.925938084262407901e-03 4.703418109980906509e-02 -8.856949909211172742e-03 1.970512952433848761e-02 1.908861665152319573e-02 3.282280556966331364e+00 6.423458570633234999e+00
1.943767525784391827e-03 4.868890338027192372e-02 -9.143900763148058580e-03 2.041951353573533134e-02 1.977250035083252117e-02 3.343015445248612494e+00 6.539964180356411028e+00
1.961762024006578117e-03 5.040089645774228910e-02 -9.439708435513902499e-03 2.116051489895415250e-02 2.048059367741788053e-02 3.404868482175974265e+00 6.658534274978721967e+00
1.979923106947346564e-03 5.217210208537915311e-02 -9.744621931630196784e-03 2.192724390253594433e-02 2.121374085709961874e-02 3.467860049595053340e+00 6.779203792933969908e+00
1.998252316770756602e-03 5.400452412252319812e-02 -1.005889092114405775e-02 2.272249830052365180e-02 2.197281437138983232e-02 3.532010892918604039e+00 6.902008213469639664e+00
2.016751209917508076e-03 5.590023415715286020e-02 -1.038280440448308313e-02 2.354561820298830752e-02 2.275871710873552875e-02 3.597342128395632610e+00 7.026983554319806480e+00
2.035421357237112219e-03 5.786137076429940379e-02 -1.071659943204261028e-02 2.439883899418800878e-02 2.357238240697202142e-02 3.663875248761943926e+00 7.154166385230989356e+00
2.054264344121269764e-03 5.989014326637026597e-02 -1.106059830584967679e-02 2.528263047502770852e-02 2.441477528298856628e-02 3.731632130107408685e+00 7.283593830415705739e+00
2.073281770638503701e-03 6.198883317134236404e-02 -1.141503984377209742e-02 2.619791186190816371e-02 2.528689347280625374e-02 3.800635038153445500e+00 7.415303576792863893e+00
2.092475251670035397e-03 6.415979681083301689e-02 -1.178026112180381030e-02 2.714680314149427870e-02 2.618976939957920469e-02 3.870906635784596261e+00 7.549333881136695013e+00
2.111846417046900175e-03 6.640546824443156748e-02 -1.215652517949034062e-02 2.812873292641574277e-02 2.712447011276384809e-02 3.942469988829496064e+00 7.685723572925698299e+00
2.131396911688354830e-03 6.872835967391253964e-02 -1.254416133890666647e-02 2.914726488723188777e-02 2.809209844768184583e-02 4.015348573018223455e+00 7.824512067014708805e+00
2.151128395741557994e-03 7.113106725102347205e-02 -1.294347843582186776e-02 3.020095114369808834e-02 2.909379530292546465e-02 4.089566281368585798e+00 7.965739360984101403e+00
2.171042544722544612e-03 7.361626925565106783e-02 -1.335478236450476225e-02 3.129383909713896045e-02 3.013073989745771591e-02 4.165147430302790887e+00 8.109446052838629626e+00
2.191141049658486273e-03 7.618673387549476650e-02 -1.377843669272841090e-02 3.242484024495159017e-02 3.120415167595039577e-02 4.242116768644045521e+00 8.255673335661606771e+00
2.211425617231312438e-03 7.884531737907143900e-02 -1.421472480477723767e-02 3.359712995235741850e-02 3.231529095993577322e-02 4.320499483827415332e+00 8.404463015517617208e+00
2.231897969922620999e-03 8.159496994309416162e-02 -1.466405536601182724e-02 3.481131666979949552e-02 3.346546114481509238e-02 4.400321209354823182e+00 8.555857508880365003e+00
2.252559846159940624e-03 8.443873692267375719e-02 -1.512670907884940304e-02 3.606858969280892641e-02 3.465600901831317193e-02 4.481608030838448720e+00 8.709899850908874086e+00
2.273413000464355720e-03 8.737976157555682466e-02 -1.560311181610328675e-02 3.737201012925324417e-02 3.588832716389774719e-02 4.564386496499260204e+00 8.866633708271852043e+00
2.294459203599500102e-03 9.042129046307972873e-02 -1.609357670940666368e-02 3.872054279410251654e-02 3.716385478479035387e-02 4.648683622849564046e+00 9.026103374309888849e+00
2.315700242721908941e-03 9.356667272808398550e-02 -1.659851147556174605e-02 4.011937268003388374e-02 3.848407950401993433e-02 4.734526902886859290e+00 9.188353787589466748e+00
2.337137921532784091e-03 9.681936881718769539e-02 -1.711829275639573100e-02 4.156617488505607444e-02 3.985053983073970352e-02 4.821944315371148981e+00 9.353430524290734738e+00
2.358774060431163659e-03 1.001829468172275861e-01 -1.765328782708816199e-02 4.306680863772690410e-02 4.126482458274213089e-02 4.910964330709703063e+00 9.521379820967725394e+00
2.380610496668487605e-03 1.036610937203787247e-01 -1.820394913722863175e-02 4.461951174867935521e-02 4.272857729104644064e-02 5.001615922067684572e+00 9.692248562974231874e+00
2.402649084504618771e-03 1.072576110345244554e-01 -1.877060541105162600e-02 4.622879431356215207e-02 4.424349550916181067e-02 5.093928569998353417e+00 9.866084306893133871e+00
2.424891695365304599e-03 1.109764246953049288e-01 -1.935376912633276006e-02 4.789543895529040779e-02 4.581133407781032285e-02 5.187932272950404489e+00 1.004293527181489409e+01
2.447340218001076931e-03 1.148215853155800659e-01 -1.995376032817013090e-02 4.962096698879254336e-02 4.743390592309909559e-02 5.283657555918732207e+00 1.022285035589072599e+01
2.469996558647643246e-03 1.187972731687170075e-01 -2.057110995916494947e-02 5.140980502803055990e-02 4.911308586167194984e-02 5.381135480669964721e+00 1.040587914183377904e+01
2.492862641187766279e-03 1.229078035926622070e-01 -2.120617929397413878e-02 5.326015775908990446e-02 5.085080998717792650e-02 5.480397651143886328e+00 1.059207189150978756e+01
2.515940407314613391e-03 1.271576258897276213e-01 -2.185946629786762740e-02 5.517957397889303867e-02 5.264907921215439268e-02 5.581476224755516746e+00 1.078147957184184946e+01
2.539231816696648110e-03 1.315513358356364959e-01 -2.253142024643728369e-02 5.716436591561444014e-02 5.450996199014007670e-02 5.684403920347796735e+00 1.097415383318868543e+01
2.562738847144043017e-03 1.360936687000622314e-01 -2.322247131386862354e-02 5.922301440799326161e-02 5.643559271148773648e-02 5.789214024923293067e+00 1.117014704374639855e+01
2.586463494776612693e-03 1.407895177560949118e-01 -2.393317511035941703e-02 6.135271192714687044e-02 5.842817997625523313e-02 5.895940411752227384e+00 1.136951227023616973e+01
2.610407774193321782e-03 1.456439269567454120e-01 -2.466389534493605012e-02 6.355986231511219497e-02 6.049000546824554597e-02 6.004617543615457187e+00 1.157230330636068061e+01
2.634573718643364731e-03 1.506620997616406332e-01 -2.541527045228067841e-02 6.584547027794057650e-02 6.262342438396148459e-02 6.115280479061936170e+00 1.177857465883895038e+01
2.658963380198815438e-03 1.558494059290505274e-01 -2.618764408998540058e-02 6.821144668066710104e-02 6.483087135193588146e-02 6.227964886946043777e+00 1.198838155610493317e+01
2.683578829928863312e-03 1.612113820395228159e-01 -2.698167140062426167e-02 7.066420617724014641e-02 6.711486107212608077e-02 6.342707056137554034e+00 1.220177996615653804e+01
2.708422158075712936e-03 1.667537429673902616e-01 -2.779775253195143972e-02 7.320072562750212786e-02 6.947799147814273657e-02 6.459543905282401077e+00 1.241882658166262843e+01
2.733495474232060587e-03 1.724823780731434275e-01 -2.863648218313352700e-02 7.583200000770495830e-02 7.192294607682785113e-02 6.578512990962384954e+00 1.263957884770534079e+01
2.758800907520217449e-03 1.784033676885719844e-01 -2.949838367848265849e-02 7.855223412783345072e-02 7.445249683641005922e-02 6.699652518477579477e+00 1.286409493388944192e+01
2.784340606772938050e-03 1.845229748458983021e-01 -3.038394125417048439e-02 8.137371145944721773e-02 7.706950576031490474e-02 6.823001353243324019e+00 1.309243378194895513e+01
2.810116740715871107e-03 1.908476669367006884e-01 -3.129382734286913909e-02 8.429200794902143301e-02 7.977693179580479244e-02 6.948599033816591053e+00 1.332465506682308032e+01
2.836131498151715606e-03 1.973841051270672498e-01 -3.222842026002180338e-02 8.731621276914566798e-02 8.257782657037099350e-02 7.076485773661092438e+00 1.356081923194098238e+01
2.862387088146091645e-03 2.041391656534036758e-01 -3.318850007599571938e-02 9.044761440196863456e-02 8.547534682555829599e-02 7.206702485278134063e+00 1.380098747359605760e+01
2.888885740215131268e-03 2.111199347605443311e-01 -3.417441007672197828e-02 9.368855955275952330e-02 8.847274835945612148e-02 7.339290780647429457e+00 1.404522175701322517e+01
2.915629704514786230e-03 2.183337187548268221e-01 -3.518694288354083655e-02 9.704835559966391856e-02 9.157339637504086083e-02 7.474292986089981383e+00 1.429358481591548014e+01
2.942621252031906061e-03 2.257880533283001534e-01 -3.622651486533794152e-02 1.005220256698640402e-01 9.478076447659369852e-02 7.611752150160322472e+00 1.454614014033574421e+01
2.969862674777094640e-03 2.334907005573962357e-01 -3.729381903905949064e-02 1.041255850023838636e-01 9.809843778841163819e-02 7.751712060246584990e+00 1.480295201882098333e+01
2.997356285979315815e-03 2.414496752968027515e-01 -3.838944313978486650e-02 1.078500060810386324e-01 1.015301236970986704e-01 7.894217258656946790e+00 1.506408549142348541e+01
3.025104420282335223e-03 2.496732238435215856e-01 -3.951390405118964527e-02 1.117130792524568123e-01 1.050796442756924548e-01 8.039313037391675465e+00 1.532960640325278945e+01
3.053109433942977069e-03 2.581698587407991186e-01 -4.066799905453093861e-02 1.157079059309054220e-01 1.087509484377486291e-01 8.187045462504645599e+00 1.559958134878688796e+01
3.081373705031188910e-03 2.669483464943242512e-01 -4.185207436515058638e-02 1.198473827031557859e-01 1.125481122950373891e-01 8.337461382896890427e+00 1.587407772631080860e+01
3.109899633631986460e-03 2.760177255690962617e-01 -4.306707739456176048e-02 1.241331548433958903e-01 1.164753443042790826e-01 8.490608447158249916e+00 1.615316371760920333e+01
3.138689642049269715e-03 2.853873139115057356e-01 -4.431329117129334527e-02 1.285680161178454906e-01 1.205369904383000595e-01 8.646535114676524358e+00 1.643690828761853240e+01
3.167746175011494376e-03 2.950667099243124425e-01 -4.559166112684785721e-02 1.331654951021485900e-01 1.247375368133290391e-01 8.805290661102626260e+00 1.672538119243231591e+01
3.197071699879278778e-03 3.050658065624257120e-01 -4.690257392777675421e-02 1.379175222935725698e-01 1.290816094321774465e-01 8.966925185702660173e+00 1.701865295171804249e+01
3.226668706854930301e-03 3.153947910808170274e-01 -4.824680716822613014e-02 1.428474467228253164e-01 1.335739874758369305e-01 9.131489639146039394e+00 1.731679490504962260e+01
3.256539709193885610e-03 3.260641746916586592e-01 -4.962499038411003621e-02 1.479412981306119090e-01 1.382196044209689778e-01 9.299035837636777657e+00 1.761987915119857817e+01
3.286687243418134115e-03 3.370847712443360011e-01 -5.103762631464914268e-02 1.532248381947246829e-01 1.430235494636870330e-01 9.469616463861937561e+00 1.792797861399086301e+01
3.317113869531616421e-03 3.484677338374304045e-01 -5.248563710607073718e-02 1.586874015930871407e-01 1.479910764230669418e-01 9.643285078145552802e+00 1.824116695477881223e+01
3.347822171237604255e-03 3.602245422811296005e-01 -5.396926251822940085e-02 1.643472736639376708e-01 1.531276060879792622e-01 9.820096143730470573e+00 1.855951866061754885e+01
3.378814756158077508e-03 3.723670312121487580e-01 -5.548962663382997484e-02 1.702065594538419713e-01 1.584387338139635615e-01 1.000010504302412429e+01 1.888310899241179897e+01
3.410094256055189437e-03 3.849073893076632169e-01 -5.704686131634011809e-02 1.762684400177868538e-01 1.639302343350904079e-01 1.018336807618780071e+01 1.921201398445260367e+01
3.441663327054725070e-03 3.978581625833305657e-01 -5.864207395215435825e-02 1.825525968692386924e-01 1.696080643978011837e-01 1.036994247814579140e+01 1.954631046854159493e+01
3.473524649871642146e-03 4.112322832462252942e-01 -6.027553237989474733e-02 1.890461316069791120e-01 1.754783676116610514e-01 1.055988643103239433e+01 1.988607601232611088e+01
3.505680930037713677e-03 4.250430546189207792e-01 -6.194807240567525713e-02 1.957830711206994256e-01 1.815474849588147865e-01 1.075325908749442050e+01 2.023138901113208377e+01
3.538134898131282957e-03 4.393042004252741273e-01 -6.366031415427972351e-02 2.027419519831600014e-01 1.878219634536932026e-01 1.095012059498132118e+01 2.058232858868681703e+01
3.570889310009109363e-03 4.540298273542661134e-01 -6.541266191801817231e-02 2.099600477893918682e-01 1.943085489685673906e-01 1.115053207960192161e+01 2.093897467714104010e+01
3.603946947040395990e-03 4.692344816218295134e-01 -6.720615009635461101e-02 2.174210145647013648e-01 2.010142068039218743e-01 1.135455568109766666e+01 2.130140791732984340e+01
3.637310616342983097e-03 4.849331251536354581e-01 -6.904078226781562577e-02 2.251507581810140712e-01 2.079461222001747489e-01 1.156225456510697924e+01 2.166970975475305039e+01
3.670983151021695642e-03 5.011411612340205268e-01 -7.091786433229357867e-02 2.331519700639928527e-01 2.151116949506012566e-01 1.177369291357932823e+01 2.204396234345659522e+01
3.704967410408927745e-03 5.178744549777878348e-01 -7.283722735217385003e-02 2.414280040686740680e-01 2.225185691035652391e-01 1.198893598038806729e+01 2.242424859584277286e+01
3.739266280307458872e-03 5.351493308485135714e-01 -7.480012794730631076e-02 2.500075356271968530e-01 2.301746289822125258e-01 1.220805009292030618e+01 2.281065219329507343e+01
3.773882673235480489e-03 5.529826078712540838e-01 -7.680657987336148018e-02 2.588701626246189824e-01 2.380880002973085052e-01 1.243110264875800297e+01 2.320325747390224436e+01
3.808819528673926431e-03 5.713915681490691068e-01 -7.885741917360175601e-02 2.680654854373135665e-01 2.462670648863567180e-01 1.265816214981358101e+01 2.360214959517995936e+01
3.844079813316093538e-03 5.903940292928373523e-01 -8.095316323129615743e-02 2.775606927358235110e-01 2.547204666709897980e-01 1.288929820613594757e+01 2.400741432439338396e+01
3.879666521319537383e-03 6.100082948502604241e-01 -8.309397593152102746e-02 2.874097183551288515e-01 2.634571121161134455e-01 1.312458154296740176e+01 2.441913820138402258e+01
3.915582674560335458e-03 6.302532302108651008e-01 -8.528097432656538135e-02 2.975876718968976098e-01 2.724861938191294741e-01 1.336408404696350871e+01 2.483740840329442179e+01
3.951831322889704824e-03 6.511482256606145880e-01 -8.751371019433863696e-02 3.081311962626765433e-01 2.818171860093706127e-01 1.360787876652086581e+01 2.526231285605988575e+01
3.988415544392958159e-03 6.727132408316799372e-01 -8.979367197146349844e-02 3.190437800360769183e-01 2.914598549732829169e-01 1.385603992382693583e+01 2.569394012515883219e+01
4.025338445650893625e-03 6.949688106201986626e-01 -9.212014329534265467e-02 3.303284731239010674e-01 3.014242687666180975e-01 1.410864291860794495e+01 2.613237940535529091e+01
4.062603162003602941e-03 7.179360486758649129e-01 -9.449449877507717921e-02 3.420270753885491510e-01 3.117208125633205706e-01 1.436576437488437286e+01 2.657772060374115597e+01
4.100212857816705470e-03 7.416367025450926187e-01 -9.691629315964778169e-02 3.541076431616614340e-01 3.223601886854030596e-01 1.462748214904012478e+01 2.703005419044497515e+01
4.138170726750025653e-03 7.660930971217067009e-01 -9.938623640549251737e-02 3.666424374929330154e-01 3.333534190418276366e-01 1.489387530166714413e+01 2.748947131196916871e+01
4.176479992028832647e-03 7.913282400849656062e-01 -1.019045950112345000e-01 3.795815579071492030e-01 3.447118690908955174e-01 1.516502416066545322e+01 2.795606360107600352e+01
4.215143906717524168e-03 8.173657399393626788e-01 -1.044710890072956533e-01 3.930030154987114166e-01 3.564472500876955663e-01 1.544101033364249886e+01 2.842992344746691202e+01
4.254165753995829170e-03 8.442299234899406368e-01 -1.070868333805798933e-01 4.068691014665279937e-01 3.685716393787943357e-01 1.572191671146265968e+01 2.891114365245549678e+01
4.293548847437660305e-03 8.719457728126182028e-01 -1.097506111671986695e-01 4.212316273004375056e-01 3.810974742963942896e-01 1.600782749344356759e+01 2.939981766844928401e+01
4.333296531292454845e-03 9.005389931597015396e-01 -1.124640530373085257e-01 4.360951135040528892e-01 3.940375718831550245e-01 1.629882821061895015e+01 2.989603944175879846e+01
4.373412180769153251e-03 9.300360148687146777e-01 -1.152255396592534453e-01 4.514614382795655856e-01 4.074051464028861091e-01 1.659500573905620513e+01 3.039990343350626745e+01
4.413899202322813659e-03 9.604639728958578315e-01 -1.180364988428873746e-01 4.673915445371262800e-01 4.212137991914205459e-01 1.689644828019823919e+01 3.091150464170890899e+01
4.454761033943889156e-03 9.918508066141327184e-01 -1.208956788760417594e-01 4.838357903797324000e-01 4.354775465294473680e-01 1.720324540538639368e+01 3.143093839093039676e+01
4.496001145450139250e-03 1.024225172068949696e+00 -1.238034975476581950e-01 5.008994298759110730e-01 4.502108171216058219e-01 1.751548808098609911e+01 3.195830064576534824e+01
4.537623038781288254e-03 1.057616600598253465e+00 -1.267597472233955580e-01 5.185069698178000897e-01 4.654284950202403071e-01 1.783326869627737565e+01 3.249368759075999691e+01
4.579630248296407205e-03 1.092055356075793737e+00 -1.297633366812874778e-01 5.367710877357778632e-01 4.811458956169827328e-01 1.815668104800089111e+01 3.303719602777440656e+01
4.622026341074011481e-03 1.127572613047600925e+00 -1.328152766429472331e-01 5.556350507873990541e-01 4.973788058372395904e-01 1.848582040460778586e+01 3.358892297007276539e+01
4.664814917214973010e-03 1.164200361058225219e+00 -1.359130807581357681e-01 5.751719576979998916e-01 5.141434778112085047e-01 1.882078348454635019e+01 3.414896588591802384e+01
4.707999610148243599e-03 1.201971468503956642e+00 -1.390584807068037110e-01 5.953877758082852800e-01 5.314566379425169629e-01 1.916166844592922658e+01 3.471742248634657813e+01
4.751584086939359894e-03 1.240919714806588692e+00 -1.422483866837770394e-01 6.162815972636086492e-01 5.493355295973457730e-01 1.950857495068335723e+01 3.529439075694694594e+01
4.795572048601850525e-03 1.281079757548722942e+00 -1.454841685506612359e-01 6.379422428502913300e-01 5.677978772869662905e-01 1.986160415873783336e+01 3.587996904482949390e+01
4.839967230411525503e-03 1.322487273941780339e+00 -1.487632837040830658e-01 6.602932112686970001e-01 5.868619575600123595e-01 2.022085878850899476e+01 3.647425575519264385e+01
4.884773402223632245e-03 1.365178803674815589e+00 -1.520855639011668980e-01 6.834876380598925438e-01 6.065465786234335299e-01 2.058644308073883877e+01 3.707734975045323011e+01
4.929994368792988378e-03 1.409191974770642952e+00 -1.554499843118567759e-01 7.074118564240201579e-01 6.268710961330488107e-01 2.095846283778928765e+01 3.768934975126665421e+01
4.975633970097081797e-03 1.454565313804225601e+00 -1.588541187072070038e-01 7.322284633984383895e-01 6.478554277306464160e-01 2.133702541652393236e+01 3.831035489163519259e+01
5.021696081662115410e-03 1.501338468346731236e+00 -1.622986979889335379e-01 7.578525288373555435e-01 6.695200900848732317e-01 2.172223976967370618e+01 3.894046413430722708e+01
5.068184614892118009e-03 1.549552121795928494e+00 -1.657792481835658471e-01 7.843870580562875006e-01 6.918862079258891740e-01 2.211421657484801528e+01 3.957977678430825108e+01
5.115103517401092641e-03 1.599248038939599992e+00 -1.692974822455568240e-01 8.118400309851225849e-01 7.149754913816421809e-01 2.251306803172468562e+01 4.022839194663057327e+01
5.162456773348225031e-03 1.650469054554580817e+00 -1.728480352671928899e-01 8.402049353323655101e-01 7.388102957995227316e-01 2.291890791669986882e+01 4.088640866973599231e+01
5.210248403776169407e-03 1.703259111616932886e+00 -1.764320668235192235e-01 8.696112963433743070e-01 7.634136211556370455e-01 2.333185179072747673e+01 4.155392624660414924e+01
5.258482466952558304e-03 1.757663409616276207e+00 -1.800450056543462796e-01 8.999419358557316784e-01 7.888091480869651173e-01 2.375201684849310269e+01 4.223104346813737919e+01
5.307163058714586303e-03 1.813728204426152679e+00 -1.836856584948658999e-01 9.314193976655209539e-01 8.150212153600334686e-01 2.417952196288402789e+01 4.291785931248960395e+01
5.356294312816772644e-03 1.871501156963651269e+00 -1.873516746938984900e-01 9.638733640288561499e-01 8.420748949503767955e-01 2.461448788847413027e+01 4.361447230605730141e+01
5.405880401282054520e-03 1.931030926586565721e+00 -1.910385459308280576e-01 9.975381325056348336e-01 8.699959440069598982e-01 2.505703693224080553e+01 4.432098108472191456e+01
5.455925534756015868e-03 1.992367544384071598e+00 -1.947464586395041553e-01 1.032287261728430883e+00 8.988108481313855647e-01 2.550729304006231857e+01 4.503748344697243766e+01
5.506433962864433831e-03 2.055562233338853240e+00 -1.984678842289392120e-01 1.068265513111504417e+00 9.285468264589120668e-01 2.596538195815463368e+01 4.576407721629271208e+01
5.557409974574149814e-03 2.120667649683910305e+00 -2.022043964428044960e-01 1.105483858326297586e+00 9.592319322707305584e-01 2.643143137614955407e+01 4.650085980324738699e+01
5.608857898557285948e-03 2.187737811650571906e+00 -2.059471908345504032e-01 1.143925487623014048e+00 9.908950229063832049e-01 2.690557084946997080e+01 4.724792826398822143e+01
5.660782103558790503e-03 2.256827990603944123e+00 -2.096969092949058644e-01 1.183779188088289747e+00 1.023565732785894911e+00 2.738793157807770129e+01 4.800537918434357465e+01
