# k, Q1, Q2, Q3, Q5, Q8, Qs2
3.624763197931743548e+02 2.659154380502633686e-03 3.728388028290399118e-03 1.076861013871932755e+02 2.991198906599079263e-03 3.335615979358859742e-03 -1.306231182790255733e-03
3.658319574430379362e+02 2.566711781228234613e-03 3.172905507639111038e-03 1.071848306273580960e+02 2.910654134326937960e-03 3.248448161028330561e-03 -1.203239021628073292e-03
3.692186600298975350e+02 2.559906402750272616e-03 3.026541438317972843e-03 1.065801953799805091e+02 2.878472189449216706e-03 3.209690491008180147e-03 -1.260338226234522388e-03
3.726367151385323950e+02 2.472422563001411278e-03 3.564317846664160228e-03 1.060819939502330982e+02 2.801945267812619867e-03 3.126542598718589413e-03 -1.164182491567101194e-03
3.760864130160484819e+02 2.454433091119424294e-03 2.461853480602956695e-03 1.054987462433520875e+02 2.764551658392146866e-03 3.083038133698733693e-03 -1.197223005960845830e-03
3.795680465965224357e+02 2.389408860797731689e-03 3.744421600509731732e-03 1.049809252163407791e+02 2.701670669347272253e-03 3.013612142177316509e-03 -1.141002298038557277e-03
3.830819115258809688e+02 2.347806568128170401e-03 2.232576570682004262e-03 1.044348805982153010e+02 2.652076469265245758e-03 2.958235112104969002e-03 -1.126949480174614399e-03
3.866283061870037727e+02 2.312046304579804413e-03 3.588430137302354907e-03 1.038879610828296478e+02 2.606484637768879866e-03 2.906319101507303521e-03 -1.123500710724843494e-03
3.902075317250584590e+02 2.246732949186331513e-03 2.350447209784898087e-03 1.033796988721324368e+02 2.544648025703204371e-03 2.838860537143391739e-03 -1.062477773272244453e-03
3.938198920730773125e+02 2.233784234128058030e-03 3.124053790656168474e-03 1.028111510683882273e+02 2.512678860189006356e-03 2.800927185430936162e-03 -1.099498331522356410e-03
3.974656939777635785e+02 2.156014153752048353e-03 2.674095157120114693e-03 1.023270027258717505e+02 2.444947268789380342e-03 2.727609315507557777e-03 -1.012823830240985705e-03
4.011452470255369462e+02 2.150213939391070351e-03 2.534443910109294724e-03 1.017562776884495577e+02 2.417856813863283102e-03 2.694979706251849228e-03 -1.060682405669368614e-03
4.048588636688269276e+02 2.076917647092928459e-03 3.000958564630467132e-03 1.012749621852758111e+02 2.353671945137014113e-03 2.625210222395968178e-03 -9.803324964868312397e-04
4.086068592526027032e+02 2.061464383635843410e-03 2.064093468413826741e-03 1.007231738072099319e+02 2.322059528140938984e-03 2.588447166503012563e-03 -1.007498817901692455e-03
4.123895520411484199e+02 2.007227886533331871e-03 3.147620757831855274e-03 1.002257618871148708e+02 2.269443558697154407e-03 2.530311794618489863e-03 -9.610600703629347888e-04
4.162072632450939977e+02 1.971849034031458985e-03 1.877045411983418012e-03 9.970598139239586999e+01 2.227532257707200581e-03 2.483522418130738527e-03 -9.485022658329374159e-04
4.200603170486882050e+02 1.942188532656867472e-03 3.011217995290115575e-03 9.918475613466918617e+01 2.189434970418024668e-03 2.440093071765713981e-03 -9.463794544392341952e-04
4.239490406373247993e+02 1.886993399174769631e-03 1.980334694836710131e-03 9.869722555999936731e+01 2.137297971666536536e-03 2.383210280060556099e-03 -8.945596374033245235e-04
4.278737642253307172e+02 1.876306398240379153e-03 2.617558453592509771e-03 9.815869109211465116e+01 2.110539067603522424e-03 2.351422822253076104e-03 -9.260735502151820316e-04
4.318348210840030674e+02 1.810883278457542508e-03 2.253609194657072747e-03 9.769174925393811293e+01 2.053583140406589017e-03 2.289749305941256915e-03 -8.531512234900791086e-04
4.358325475699109006e+02 1.805934221939621553e-03 2.122313693157112241e-03 9.715234168043672014e+01 2.030773994627826321e-03 2.262268245414221935e-03 -8.932661749904707718e-04
4.398672831534539114e+02 1.744527012079309398e-03 2.526516213139110446e-03 9.668806825547862616e+01 1.976940674724119405e-03 2.203718491690871521e-03 -8.261440528562039075e-04
4.439393704476938183e+02 1.731253910968320181e-03 1.730620634954445781e-03 9.616545456317290075e+01 1.950212637077830156e-03 2.172643007503995399e-03 -8.484757178971244615e-04
4.480491552374451203e+02 1.686016621591056438e-03 2.645807606393205634e-03 9.568805941303259033e+01 1.906184574319628100e-03 2.123954274709567974e-03 -8.101413153540860598e-04
4.521969865086351774e+02 1.655932285075293383e-03 1.578163854369075102e-03 9.519303783332682656e+01 1.870764351871334391e-03 2.084412843601890063e-03 -7.989711680222288254e-04
4.563832164779438472e+02 1.631330454923481110e-03 2.526734909960105628e-03 9.469624483637295498e+01 1.838926238789164499e-03 2.048072771644479824e-03 -7.978458214814918145e-04
4.606082006227096599e+02 1.584687469741033602e-03 1.668491713414356047e-03 9.422881284786862466e+01 1.794966066015710963e-03 2.000099908885343697e-03 -7.538625914523243996e-04
4.648722977111127648e+02 1.575862771119025544e-03 2.193103941202227333e-03 9.371827589869089081e+01 1.772562629378489959e-03 1.973450159064726525e-03 -7.806879952276715023e-04
4.691758698326454464e+02 1.520826977696572218e-03 1.899186571989137451e-03 9.326848812904158592e+01 1.724666276551521833e-03 1.921563133901875312e-03 -7.193546652859327461e-04
4.735192824288565703e+02 1.516597451036613827e-03 1.777187884565167809e-03 9.275809196637717946e+01 1.705455394367032338e-03 1.898404948121805913e-03 -7.529824568662593642e-04
4.779029043243805290e+02 1.465150481893108883e-03 2.127001748335733116e-03 9.231085980876612496e+01 1.660301462525658276e-03 1.849260914991124024e-03 -6.969296156970965998e-04
4.823271077582620592e+02 1.453748897302838518e-03 1.451067930074286146e-03 9.181538403039284901e+01 1.637697865416675412e-03 1.822980745738612008e-03 -7.152852004312059949e-04
4.867922684155622051e+02 1.416016016629067674e-03 2.223912531275721964e-03 9.135753786306283075e+01 1.600851875823990729e-03 1.782192114645766556e-03 -6.836638205956690421e-04
4.912987654592572540e+02 1.390432966274042807e-03 1.326928632438757619e-03 9.088589872282666704e+01 1.570913052243956727e-03 1.748764249561754166e-03 -6.737703996986213906e-04
4.958469815624413286e+02 1.370023608882416435e-03 2.120133174494631591e-03 9.041233960207573261e+01 1.544299669723428470e-03 1.718342443069082164e-03 -6.733859405089969406e-04
5.004373029408187108e+02 1.330605955676455836e-03 1.405776949411959281e-03 8.996436170307642044e+01 1.507229502314658739e-03 1.677871990078675345e-03 -6.360738868720387188e-04
5.050701193854962980e+02 1.323312116843514781e-03 1.837447348319667679e-03 8.947999701148263796e+01 1.488464330988382859e-03 1.655513482712599443e-03 -6.589093851053719111e-04
5.097458242960894381e+02 1.277011726691901520e-03 1.600491145050463504e-03 8.904720094169526590e+01 1.448181380896854413e-03 1.611847125919863098e-03 -6.073409282360398400e-04
5.144648147141248273e+02 1.273388316827967588e-03 1.488212173392159830e-03 8.856375690180774995e+01 1.431991905607915344e-03 1.592314756120337405e-03 -6.355354382432560354e-04
5.192274913567520116e+02 1.230282173586413766e-03 1.790632902331312434e-03 8.813343968127041705e+01 1.394111702474168423e-03 1.551051078868156919e-03 -5.887443630229715870e-04
5.240342586507775877e+02 1.220483801033974466e-03 1.216750505362672232e-03 8.766327762140089419e+01 1.374987542289087591e-03 1.528809661859869976e-03 -6.038320793821996000e-04
5.288855247670023800e+02 1.189005122066784121e-03 1.869263852765551447e-03 8.722445682399481370e+01 1.344144108534429082e-03 1.494622918150783838e-03 -5.777695298988056111e-04
5.337817016548848414e+02 1.167245132981830323e-03 1.115779716482821976e-03 8.677493531295515083e+01 1.318830182206235345e-03 1.466346917028326854e-03 -5.690415648888825801e-04
5.387232050775166954e+02 1.150306495045053589e-03 1.778951717506008353e-03 8.632347293558261470e+01 1.296574068195645302e-03 1.440860756867893199e-03 -5.691979713993388073e-04
5.437104546469352044e+02 1.116989036035422782e-03 1.184496197942214429e-03 8.589429870258814503e+01 1.265305228320268063e-03 1.406702156957629962e-03 -5.375627941909989901e-04
5.487438738597509200e+02 1.110949723544101334e-03 1.539495629094974347e-03 8.543444810365473074e+01 1.249575098244919092e-03 1.387922699015812882e-03 -5.570037726007087036e-04
5.538238901331064881e+02 1.071991005865155803e-03 1.348817751310645409e-03 8.501839369626488008e+01 1.215685408871607131e-03 1.351155854199495143e-03 -5.136613091964567415e-04
5.589509348409775384e+02 1.068874548223430450e-03 1.246306643456074207e-03 8.456005540062062664e+01 1.202028521879979286e-03 1.334659151564331807e-03 -5.373053415415639852e-04
5.641254433507998556e+02 1.032748207507141677e-03 1.507495696473998455e-03 8.414642734743796382e+01 1.170238769696981592e-03 1.299991513300816472e-03 -4.982615959198256981e-04
5.693478550604354496e+02 1.024318422202461117e-03 1.020402562454214394e-03 8.369993767575050470e+01 1.154044808883200124e-03 1.281145538447863146e-03 -5.106641897116700676e-04
5.746186134354917385e+02 9.980466826891782380e-04 1.571217379034906729e-03 8.327957874733178301e+01 1.128212399486320724e-03 1.252469012284781460e-03 -4.892020234979906589e-04
5.799381660469748567e+02 9.795282393476564039e-04 9.383802021626305463e-04 8.285100746036226838e+01 1.106794830018910077e-03 1.228527584432612205e-03 -4.815295491777616603e-04
5.853069646092920948e+02 9.654570270052931528e-04 1.492745277833007651e-03 8.242056334865642953e+01 1.088166359537501987e-03 1.207150350832274406e-03 -4.820703793513490235e-04
5.907254650186168874e+02 9.372837502489165043e-04 9.981865055536237857e-04 8.200954112601628765e+01 1.061775560488778481e-03 1.178294342346398928e-03 -4.552625660539660218e-04
5.961941273915981583e+02 9.322663420519742639e-04 1.289971320512510412e-03 8.157269333565150760e+01 1.048570597871573183e-03 1.162492228304115626e-03 -4.718145695477189163e-04
6.017134161044274379e+02 8.994711978578632259e-04 1.136850503680972378e-03 8.117306148731020699e+01 1.020042161125208312e-03 1.131507647369028088e-03 -4.353982988355780087e-04
6.072837998322795556e+02 8.967725625467649203e-04 1.043892683233660010e-03 8.073816673138402678e+01 1.008500814573884971e-03 1.117544194179565919e-03 -4.552292992811815715e-04
6.129057515891065577e+02 8.664796043874021820e-04 1.269266673880081958e-03 8.034092422446771309e+01 9.818024779613091380e-04 1.088388341560905673e-03 -4.226621300404083729e-04
6.185797487678006519e+02 8.592106762734418772e-04 8.559651843898323769e-04 7.991662343115343958e+01 9.680678684073487162e-04 1.072387711782564262e-03 -4.328566052552133164e-04
6.243062731807397086e+02 8.372656401723416924e-04 1.320853824725979004e-03 7.951413587130453209e+01 9.464095610682657931e-04 1.048300094143562360e-03 -4.151967322299154818e-04
6.300858111006973559e+02 8.214871200960212122e-04 7.894415807346886289e-04 7.910543285673686853e+01 9.282650689191342380e-04 1.027995197104329683e-03 -4.084709660794503486e-04
6.359188533021307421e+02 8.097755871369290192e-04 1.252784124936205754e-03 7.869498445235163331e+01 9.126466005474682302e-04 1.010027511437980871e-03 -4.092717385348517149e-04
6.418058951028637011e+02 7.859306278273930522e-04 8.414467486953537950e-04 7.830146530224259038e+01 8.903466939106689185e-04 9.856145389654413953e-04 -3.865628055513467272e-04
6.477474364061422420e+02 7.817352547228192082e-04 1.081146029247625649e-03 7.788623846919803384e+01 8.792313759766007221e-04 9.722770240617066356e-04 -4.006517160450597491e-04
6.537439817430813491e+02 7.541036920065942797e-04 9.584742206691982585e-04 7.750265650712340459e+01 8.551865213806628943e-04 9.461252978594796199e-04 -3.700604803008617090e-04
6.597960403155145741e+02 7.517384410905718958e-04 8.746812757313224143e-04 7.708970283085970721e+01 8.453997076502901874e-04 9.342623769044241687e-04 -3.866905694629305047e-04
6.659041260392287995e+02 7.263083347628403316e-04 1.068997682111103844e-03 7.670848221234616915e+01 8.229437266584151058e-04 9.096976169260871485e-04 -3.595297704363412225e-04
6.720687575876062283e+02 7.200114486751414212e-04 7.184296558822617258e-04 7.630502344923786495e+01 8.112588839256948230e-04 8.960662548595403143e-04 -3.679018363064031575e-04
6.782904584356625719e+02 7.016475412611666504e-04 1.110747664668125479e-03 7.591980010937409418e+01 7.930617337139844953e-04 8.757837885131891913e-04 -3.533750467570822662e-04
6.845697569045064483e+02 6.881703173783182805e-04 6.646032314622337582e-04 7.552995879500484477e+01 7.776501847103267423e-04 8.585126409202952120e-04 -3.474856702944085444e-04
6.909071862061983893e+02 6.783843898146168670e-04 1.051831208967435186e-03 7.513853663328802668e+01 7.645112328577098387e-04 8.433555791382186693e-04 -3.484420111674172197e-04
6.973032844890246906e+02 6.581644134101533690e-04 7.098278065461445475e-04 7.476187759033693681e+01 7.456230061029518567e-04 8.226458590321481445e-04 -3.292015221661762320e-04
7.037585948832030454e+02 6.546114781911133726e-04 9.066539723813913298e-04 7.436700417619772452e+01 7.362163916374883221e-04 8.113275182508619633e-04 -3.411793980716236181e-04
7.102736655469988136e+02 6.312862570971415361e-04 8.086569391922315180e-04 7.399905868235343576e+01 7.158990764541598275e-04 7.891927277638737708e-04 -3.154733157636630263e-04
7.168490497132680730e+02 6.291660273435625405e-04 7.335426470156881018e-04 7.360668251746506030e+01 7.075439018112977688e-04 7.790477608650732541e-04 -3.294025603006002023e-04
7.234853057364445021e+02 6.077670752427413422e-04 9.009874023027178436e-04 7.324107468573365054e+01 6.885972145754207935e-04 7.582814249600483515e-04 -3.067383758081120362e-04
7.301829971399478154e+02 6.022604501853402563e-04 6.037662206022548260e-04 7.285722978024382712e+01 6.785935923927375246e-04 7.465956619137232306e-04 -3.135900267285807587e-04
7.369426926640322790e+02 5.868340756249491733e-04 9.348406177824244339e-04 7.248865503031373692e+01 6.632365581299748446e-04 7.294386197263633305e-04 -3.016249874221204252e-04
7.437649663140895200e+02 5.752618870648733588e-04 5.604085746294070781e-04 7.211673558676504570e+01 6.500751486637058700e-04 7.146667312759087285e-04 -2.964521986427741591e-04
7.506503974093875513e+02 5.670159531375672766e-04 8.840431956833497791e-04 7.174342031239014261e+01 6.389436456655454410e-04 7.017918122270050581e-04 -2.974642349586637956e-04
7.575995706322582919e+02 5.497989834564725054e-04 5.998407669155999579e-04 7.138298686852871811e+01 6.228631324077579107e-04 6.841316860638718775e-04 -2.811335782416584739e-04
7.646130760777563182e+02 5.467100079183126547e-04 7.614513102529184198e-04 7.100730033205095992e+01 6.148123146286086022e-04 6.744268428197887832e-04 -2.912763381153672280e-04
7.716915093037627003e+02 5.269370048388865614e-04 6.834835323512721428e-04 7.065454748394625994e+01 5.975493645700212606e-04 6.555870228076651632e-04 -2.696369689013386819e-04
7.788354713815524519e+02 5.249511440732867844e-04 6.165505157327535925e-04 7.028150604468932272e+01 5.903133112234788165e-04 6.467991219283979187e-04 -2.812551883630756830e-04
7.860455689468440141e+02 5.068467976591285598e-04 7.608501930763913361e-04 6.993106802064257010e+01 5.742159857739702550e-04 6.291231165520879548e-04 -2.622941598732169257e-04
7.933224142513083734e+02 5.019313241626834066e-04 5.090704343078537083e-04 6.956571173675220621e+01 5.655327516970141966e-04 6.189780110741963104e-04 -2.678379503396670857e-04
8.006666252145535054e+02 4.888572506970794004e-04 7.885749465550050607e-04 6.921316733075543937e+01 5.524412734949916059e-04 6.043249488966876207e-04 -2.579218542978811745e-04
8.080788254766054024e+02 4.788001296349418158e-04 4.745656824526561617e-04 6.885828860061344869e+01 5.410615706918014490e-04 5.915431811634154708e-04 -2.533140265779735808e-04
8.155596444508585137e+02 4.717146495437200566e-04 7.452170424726618390e-04 6.850220712485928232e+01 5.314754792264518189e-04 5.804440119933111306e-04 -2.542559246445474496e-04
8.231097173775265219e+02 4.569091622060873466e-04 5.093525301066862201e-04 6.815737408717167511e+01 5.176184064816079927e-04 5.652108205815844708e-04 -2.403058454550986820e-04
8.307296853775768568e+02 4.540623194901488861e-04 6.422435568530493726e-04 6.779979591179140641e+01 5.105438302113744949e-04 5.566993825929708855e-04 -2.487881932845189821e-04
8.384201955071828252e+02 4.371240746315743558e-04 5.807331647785888293e-04 6.746176820204850344e+01 4.956746390384264350e-04 5.404571154724312513e-04 -2.304579929498654979e-04
8.461819008126637982e+02 4.350855310453455955e-04 5.216784336358965338e-04 6.710692174125162524e+01 4.891881910427531158e-04 5.326208574489887980e-04 -2.400148782380366933e-04
8.540154603859336930e+02 4.195522593544104631e-04 6.463676503767243862e-04 6.677118318805135289e+01 4.752656347915410525e-04 5.173253587473404394e-04 -2.240060605685671529e-04
8.619215394204791210e+02 4.149371994009736398e-04 4.336501273197051229e-04 6.642327608870292011e+01 4.674603912443126095e-04 5.082473619588209627e-04 -2.283168742852892126e-04
8.699008092678392359e+02 4.035880428143370628e-04 6.701830614018174179e-04 6.608614080990776074e+01 4.559954049315560060e-04 4.954264204594024121e-04 -2.199112875242154443e-04
8.779539474946093378e+02 3.945552047615530833e-04 4.076171872158503365e-04 6.574746693628719640e+01 4.458198267208562915e-04 4.840304219219166608e-04 -2.156047704408332465e-04
8.860816379399868765e+02 3.881285505511510633e-04 6.348002324558163489e-04 6.540778012651571771e+01 4.371809911747037941e-04 4.740799653769353183e-04 -2.162257208995902239e-04
8.942845707738359806e+02 3.750176429042694848e-04 4.401804127803503504e-04 6.507792040126571464e+01 4.248073662060216976e-04 4.605109254829013276e-04 -2.040310777470121688e-04
9.025634425552875655e+02 3.719713847957853707e-04 5.507154467409957743e-04 6.473743248839865316e+01 4.180984788393170412e-04 4.525590661257835614e-04 -2.107960221358001296e-04
9.109189562918993488e+02 3.569580181657054782e-04 5.040520132104123153e-04 6.441362103841287023e+01 4.047185998172568816e-04 4.379912325761198635e-04 -1.948915893448821557e-04
9.193518214993470110e+02 3.543393351056690812e-04 4.541930497709629924e-04 6.407588412834761016e+01 3.982496720268161278e-04 4.303584777536252778e-04 -2.023010498097888076e-04
9.278627542616678738e+02 3.403176533132959598e-04 5.645804191163041269e-04 6.375430236853947008e+01 3.854199149265799366e-04 4.163481672230373164e-04 -1.882566254938101839e-04
9.364524772920783562e+02 3.351927932226655017e-04 3.885745711979136582e-04 6.342279829046665895e+01 3.774774202951638839e-04 4.073148299770118518e-04 -1.909487197139794420e-04
9.451217199943391734e+02 3.243271058331729682e-04 5.937753712304307810e-04 6.310032003457119032e+01 3.662866008404174140e-04 3.949684069369970019e-04 -1.830445036255303219e-04
9.538712185246866966e+02 3.149676154705213717e-04 3.816216329622836175e-04 6.277682727129188578e+01 3.557611121374476678e-04 3.834081832336342244e-04 -1.780864799442815987e-04
9.627017158543559390e+02 3.075149783334391062e-04 5.837724895719534866e-04 6.245229816415877622e+01 3.461194035268833329e-04 3.726640824950631708e-04 -1.772167700101930912e-04
9.716139618326654954e+02 2.936871031124332464e-04 4.437455824933126997e-04 6.213589989707951844e+01 3.325127263138291525e-04 3.580626668455964032e-04 -1.649359756461125438e-04
9.806087132506849002e+02 2.871691115005688567e-04 5.800417012163907237e-04 6.180975124856266945e+01 3.222682039323485049e-04 3.467979939656646378e-04 -1.679113465703850464e-04
9.896867339055103230e+02 2.674378629671989830e-04 6.287167029140662295e-04 6.149784253593690408e+01 3.034191247430407970e-04 3.270018617135159135e-04 -1.483098654745697569e-04
9.988487946651175662e+02 2.548901847219118329e-04 5.442365869524422957e-04 6.117691110708566526e+01 2.881582474495058741e-04 3.109058278761433905e-04 -1.428588984134398815e-04
1.008095673533814079e+03 2.387250655350655357e-04 6.018973949837912261e-04 6.086296207025451821e+01 2.711469249031463083e-04 2.930973673961644651e-04 -1.299804618128762421e-04
1.017428155718316816e+03 2.239800628817110756e-04 4.949445352526840635e-04 6.054984452195203914e+01 2.552806530989751104e-04 2.765494664957921477e-04 -1.188412556535492704e-04
1.026847033694420134e+03 2.133860719940730631e-04 4.188007116479093182e-04 6.023750888291990435e+01 2.431513573658567048e-04 2.637933092399990186e-04 -1.125715975022214231e-04
1.036353107274293734e+03 2.046123361436721271e-04 3.764016785766755393e-04 5.992785362653751946e+01 2.331066532725690566e-04 2.531526435463698718e-04 -1.075317213382768003e-04
1.045947183674391454e+03 1.968505292321872226e-04 3.477553452480400568e-04 5.962042713213327261e+01 2.242534429726862513e-04 2.437301657855158756e-04 -1.030912561255299843e-04
1.055630077584008632e+03 1.897975114482650452e-04 3.257534249632653930e-04 5.931487538708163498e+01 2.162168681038196009e-04 2.351482705441245574e-04 -9.909599325654593950e-05
1.065402611234456799e+03 1.832887474636374369e-04 3.077026625366753999e-04 5.901103879421529541e+01 2.088018522055008514e-04 2.272095604502960618e-04 -9.544712149032022789e-05
1.075265614468876038e+03 1.772197057077715696e-04 2.923038001371521693e-04 5.870884169631306548e+01 2.018879900178344633e-04 2.197917609909437865e-04 -9.207559514142708151e-05
1.085219924812717181e+03 1.715186731267748666e-04 2.788182440412883840e-04 5.840824272413781415e+01 1.953933921097541484e-04 2.128114661171156684e-04 -8.893308714609326300e-05
1.095266387544852705e+03 1.661337032891732938e-04 2.667834360813381238e-04 5.810921579260438108e+01 1.892588553419392676e-04 2.062082119304728064e-04 -8.598468600657410590e-05
1.105405855769347681e+03 1.610255466497890987e-04 2.558904187773867827e-04 5.781174234979371107e+01 1.834396635176862190e-04 1.999362098219986477e-04 -8.320422030537000073e-05
1.115639190487916267e+03 1.561635418816642302e-04 2.459226854260094424e-04 5.751580789222424528e+01 1.779008869801567631e-04 1.939596007043467563e-04 -8.057142423629927300e-05
1.125967260673027113e+03 1.515230858695000473e-04 2.367226459695109288e-04 5.722140025203623992e+01 1.726144979118636198e-04 1.882495390555040708e-04 -7.807017949749205468e-05
1.136390943341685897e+03 1.470839980895731220e-04 2.281719818671696222e-04 5.692850869047106244e+01 1.675575067350163155e-04 1.827823070462555129e-04 -7.568738017620835385e-05
1.146911123629922031e+03 1.428294195307409009e-04 2.201795308706988889e-04 5.663712338812680258e+01 1.627107077304545827e-04 1.775380437951699984e-04 -7.341217100188270582e-05
1.157528694867943614e+03 1.387450460094059347e-04 2.126734952376259477e-04 5.634723514358460505e+01 1.580578056289443556e-04 1.724998596204438948e-04 -7.123541878733005521e-05
1.168244558655988612e+03 1.348185788920745580e-04 2.055962510541725695e-04 5.605883518755565120e+01 1.535847898760248965e-04 1.676532007920734002e-04 -6.914933509207686006e-05
1.179059624940898630e+03 1.310393218680596880e-04 1.989007850702742075e-04 5.577191506406889232e+01 1.492794752770222383e-04 1.629853827028928531e-04 -6.714720019839331706e-05
1.189974812093381615e+03 1.273978786293387326e-04 1.925481845884731826e-04 5.548646655211670975e+01 1.451311575951384672e-04 1.584852394969198119e-04 -6.522315689417646552e-05
1.200991046985987623e+03 1.238859219864518225e-04 1.865058287783686371e-04 5.520248161255562280e+01 1.411303505291979790e-04 1.541428562094400879e-04 -6.337205354047533259e-05
1.212109265071830805e+03 1.204960146470737215e-04 1.807460592141357314e-04 5.491995235124400665e+01 1.372685815453077737e-04 1.499493606279546332e-04 -6.158932268531192500e-05
1.223330410464016268e+03 1.172214680680867122e-04 1.752451852412804923e-04 5.463887099289581073e+01 1.335382310816997495e-04 1.458967592005220974e-04 -5.987088580321594844e-05
1.234655436015802934e+03 1.140562298413463611e-04 1.699827279936286229e-04 5.435922986217172337e+01 1.299324042590437771e-04 1.419778059811466501e-04 -5.821307756174584413e-05
1.246085303401530155e+03 1.109947927878601553e-04 1.649408375706781814e-04 5.408102136975955432e+01 1.264448273208922384e-04 1.381858967296219329e-04 -5.661258490433668814e-05
1.257620983198273052e+03 1.080321207934018365e-04 1.601038378928254708e-04 5.380423800196123807e+01 1.230697631459110855e-04 1.345149824256516738e-04 -5.506639752890221597e-05
1.269263454968251381e+03 1.051635877149148437e-04 1.554578670790662744e-04 5.352887231278435110e+01 1.198019416502957025e-04 1.309594979524308261e-04 -5.357176723988286537e-05
1.281013707342025100e+03 1.023849266069570715e-04 1.509905902434843404e-04 5.325491691785057924e+01 1.166365019467366159e-04 1.275143027666032509e-04 -5.212617428766470607e-05
1.292872738102434596e+03 9.969218718042600544e-05 1.466909678642219750e-04 5.298236448964211576e+01 1.135689438815701063e-04 1.241746311371486001e-04 -5.072729926698080926e-05
1.304841554269333983e+03 9.708169989038673605e-05 1.425490672744897781e-04 5.271120775374441791e+01 1.105950871237738333e-04 1.209360500956694430e-04 -4.937299947982143740e-05
1.316921172185092246e+03 9.455004540870443302e-05 1.385559079593660350e-04 5.244143948584147097e+01 1.077110363883099534e-04 1.177944236554502843e-04 -4.806128891521267623e-05
1.329112617600912245e+03 9.209402850609878374e-05 1.347033336072092820e-04 5.217305250928367144e+01 1.049131516826672165e-04 1.147458821677256960e-04 -4.679032118284494573e-05
1.341416925763925974e+03 8.971065557203772940e-05 1.309839055222122969e-04 5.190603969309866272e+01 1.021980226976107855e-04 1.117867959194623260e-04 -4.555837487718861065e-05
1.353835141505095407e+03 8.739711515686213129e-05 1.273908132319221363e-04 5.164039395034543389e+01 9.956244664085016577e-05 1.089137522575795439e-04 -4.436384095542728572e-05
1.366368319327950303e+03 8.515076104108945101e-05 1.239177990420603005e-04 5.137610823673820448e+01 9.700340894965565311e-05 1.061235356642079502e-04 -4.320521179485242551e-05
1.379017523498125911e+03 8.296909743084768946e-05 1.205590939853707917e-04 5.111317554948413999e+01 9.451806642555596555e-05 1.034131103165576406e-04 -4.208107165942770586e-05
1.391783828133726047e+03 8.084976595226970697e-05 1.173093631410457961e-04 5.085158892629170424e+01 9.210373241840359097e-05 1.007796047506571497e-04 -4.099008835549479445e-05
1.404668317296550867e+03 7.879053417621700904e-05 1.141636587091584648e-04 5.059134144451518722e+01 8.975786375378694791e-05 9.822029831615321119e-05 -3.993100589634461831e-05
1.417672085084141372e+03 7.678928545143309304e-05 1.111173795411287638e-04 5.033242622041097292e+01 8.747804915099687624e-05 9.573260916362303849e-05 -3.890263802705324280e-05
1.430796235722677920e+03 7.484400986174613482e-05 1.081662360748555403e-04 5.007483640848381867e+01 8.526199892150906358e-05 9.331408354943338467e-05 -3.790386248637172319e-05
1.444041883660762778e+03 7.295279615329891586e-05 1.053062198182481556e-04 4.981856520090694573e+01 8.310753577251630707e-05 9.096238627846690958e-05 -3.693361590296294876e-05
1.457410153664047129e+03 7.111382450248774972e-05 1.025335766796927706e-04 4.956360582700364148e+01 8.101258656819401672e-05 8.867529213376444523e-05 -3.599088923993431127e-05
1.470902180910731659e+03 6.932536001549058184e-05 9.984478356756311694e-05 4.930995155277961572e+01 7.897517492438725325e-05 8.645067816563122335e-05 -3.507472371520925139e-05
1.484519111087979581e+03 6.758574686688850904e-05 9.723652778019052504e-05 4.905759568049729324e+01 7.699341453135196583e-05 8.428651673210729733e-05 -3.418420713645089180e-05
1.498262100489194154e+03 6.589340299864594318e-05 9.470568878796684358e-05 4.880653154828596030e+01 7.506550311485450622e-05 8.218086919873063940e-05 -3.331847059847653720e-05
1.512132316112197714e+03 6.424681531212828403e-05 9.224932207444465988e-05 4.855675252978212342e+01 7.318971695893642694e-05 8.013188021881968920e-05 -3.247668549874543979e-05
1.526130935758346368e+03 6.264453529537663352e-05 8.986464475657716770e-05 4.830825203379460220e+01 7.136440592452546845e-05 7.813777252662634245e-05 -3.165806083287722245e-05
1.540259148132535074e+03 6.108517503586877650e-05 8.754902274797007747e-05 4.806102350399179102e+01 6.958798890718463864e-05 7.619684218505307376e-05 -3.086184073750024976e-05
1.554518152944127451e+03 5.956740357572260538e-05 8.529995926510789653e-05 4.781506041860762934e+01 6.785894968497939233e-05 7.430745423747881287e-05 -3.008730225221023784e-05
1.568909161008850106e+03 5.808994357199527629e-05 8.311508450637671551e-05 4.757035629016278477e+01 6.617583311389961358e-05 7.246803871988958374e-05 -2.933375327620668172e-05
1.583433394351596462e+03 5.665156822957776762e-05 8.099214635863832975e-05 4.732690466520038797e+01 6.453724163382729530e-05 7.067708699517233817e-05 -2.860053069838867058e-05
1.598092086310203285e+03 5.525109847829066365e-05 7.892900200686074478e-05 4.708469912403332813e+01 6.294183205269408420e-05 6.893314837622913516e-05 -2.788699868241370706e-05
1.612886481640166494e+03 5.388740036932010229e-05 7.692361033979184474e-05 4.684373328050235585e+01 6.138831258051316564e-05 6.723482700870114521e-05 -2.719254709055802662e-05
1.627817836620361277e+03 5.255938266914526191e-05 7.497402505933406080e-05 4.660400078174264138e+01 5.987544008838965203e-05 6.558077898761462653e-05 -2.651659003220653606e-05
