# k, R1, R2
3.616422308272880137e+00 2.026248148600890175e+01 1.823841084718830885e+00
3.649901468683603323e+00 1.991462072106701697e+01 1.797456325118581555e+00
3.683690563633565507e+00 1.957260828219622084e+01 1.771408066822718785e+00
3.717792462352988547e+00 1.923589354551705100e+01 1.745651916787017699e+00
3.752210060634074917e+00 1.890482232065689772e+01 1.720224066606993674e+00
3.786946281076950083e+00 1.857877585419951671e+01 1.695073496205054653e+00
3.822004073337817331e+00 1.825832574694796762e+01 1.670256938928342372e+00
3.857386414379404549e+00 1.794291959450986695e+01 1.645729014305002291e+00
3.893096308723803745e+00 1.763286767892153861e+01 1.621522747722508040e+00
3.929136788707579431e+00 1.732752713727143856e+01 1.597583774754304020e+00
3.965510914739237336e+00 1.702723277687857006e+01 1.573947394524909171e+00
4.002221775559148931e+00 1.673169042463664269e+01 1.550590807127501636e+00
4.039272488501812752e+00 1.644114742646506855e+01 1.527541456980936907e+00
4.076666199760540010e+00 1.615547443059717025e+01 1.504791553598726850e+00
4.114406084654662621e+00 1.587419657404212714e+01 1.482301305370272271e+00
4.152495347899149536e+00 1.559763274874200256e+01 1.460104326817162512e+00
4.190937223876707307e+00 1.532566452529863454e+01 1.438193847434768635e+00
4.229734976912483013e+00 1.505801580959426289e+01 1.416547824659951660e+00
4.268891901551223000e+00 1.479486893524762081e+01 1.395187349050956982e+00
4.308411322837051749e+00 1.453615656617757246e+01 1.374110000174578516e+00
4.348296596595780272e+00 1.428160581479317237e+01 1.353293704253198060e+00
4.388551109719928789e+00 1.403123539345972404e+01 1.332744017166440642e+00
4.429178280456294914e+00 1.378515350928015337e+01 1.312474708469015816e+00
4.470181558696193491e+00 1.354300937465420240e+01 1.292456165314606498e+00
4.511564426268459549e+00 1.330493381192783175e+01 1.272704145994057567e+00
4.553330397235087368e+00 1.307080476545495529e+01 1.253210578172592404e+00
4.595483018189596258e+00 1.284058743139471304e+01 1.233975390201968114e+00
4.638025868558252718e+00 1.261421153812367635e+01 1.214995190274103409e+00
4.680962560903992653e+00 1.239163886149741245e+01 1.196269557132246364e+00
4.724296741233152908e+00 1.217269770980512078e+01 1.177785021576188251e+00
4.768032089305136445e+00 1.195745041795524166e+01 1.159550813462712826e+00
4.812172318944853977e+00 1.174584063440994264e+01 1.141564405698804130e+00
4.856721178358050395e+00 1.153782628887513262e+01 1.123824886199797257e+00
4.901682450449655448e+00 1.133319238676456742e+01 1.106314102802017807e+00
4.947059953144975708e+00 1.113203514835651653e+01 1.089044414321136633e+00
4.992857539713869919e+00 1.093419504957425303e+01 1.072002957940441314e+00
5.039079099098011660e+00 1.073953389339403941e+01 1.055178934028529802e+00
5.085728556241094545e+00 1.054825663612596642e+01 1.038595165827008504e+00
5.132809872422087416e+00 1.036030634325573452e+01 1.022248718836742620e+00
5.180327045591675450e+00 1.017562699195369724e+01 1.006136832012233251e+00
5.228284110711705956e+00 9.994163464310442890e+00 9.902565522875196313e-01
5.276685140097841398e+00 9.815861529474702252e+00 9.746051977059342342e-01
5.325534243765323694e+00 9.640667831105592001e+00 9.591798562197535460e-01
5.374835569778039890e+00 9.468529876433272818e+00 9.439778639920600734e-01
5.424593304600729304e+00 9.299396017961482741e+00 9.289964066988940505e-01
5.474811673454448524e+00 9.133215447886096072e+00 9.142327943024207704e-01
5.525494940675421240e+00 8.969938176863706758e+00 8.996843386014633515e-01
5.576647410077121059e+00 8.809515030069555053e+00 8.853483147529257469e-01
5.628273425315696521e+00 8.651897627138341207e+00 8.712221501197527918e-01
5.680377370258881342e+00 8.497038375839379043e+00 8.573031135612658726e-01
5.732963669358226433e+00 8.344890456615470242e+00 8.435887063512349515e-01
5.786036788024768285e+00 8.195407811398965237e+00 8.300762410223616605e-01
5.839601233008280268e+00 8.048545133983038724e+00 8.167632413707804906e-01
5.893661552779937196e+00 7.904257854053108545e+00 8.036471107375704470e-01
5.948222337918513958e+00 7.762502132032778057e+00 7.907253584427313964e-01
6.003288221500270971e+00 7.623234840727297623e+00 7.779955017247123239e-01
6.058863879492339066e+00 7.486413561501194636e+00 7.654550285980061819e-01
6.114954031149747671e+00 7.351996566985657289e+00 7.531015605650061007e-01
6.171563439416238417e+00 7.219942815220179888e+00 7.409325885581220517e-01
6.228696911328674979e+00 7.090211936276205940e+00 7.289458028481249352e-01
6.286359298425202802e+00 6.962764222316559781e+00 7.171387392092452018e-01
6.344555497157295498e+00 6.837560619131980211e+00 7.055091133874105136e-01
6.403290449305501397e+00 6.714562712220050855e+00 6.940545451732105242e-01
6.462569142399044786e+00 6.593732722058456730e+00 6.827727449060492226e-01
6.522396610139420403e+00 6.475033488242782020e+00 6.716614351358709545e-01
6.582777932827783118e+00 6.358428465840590071e+00 6.607183153835493039e-01
6.643718237796372605e+00 6.243881710489531223e+00 6.499412022135834244e-01
6.705222699843853995e+00 6.131357873013366877e+00 6.393278048891506415e-01
6.767296541674816979e+00 6.020822187854776075e+00 6.288760037349986343e-01
6.829945034343229082e+00 5.912240464262604078e+00 6.185835529042309489e-01
6.893173497699988772e+00 5.805579078863439157e+00 6.084483599941487020e-01
6.956987300844748923e+00 5.700804963538404380e+00 5.984682565762876605e-01
7.021391862581797483e+00 5.597885601115003773e+00 5.886411517267664539e-01
7.086392651880155213e+00 5.496789011668900216e+00 5.789649696077538987e-01
7.151995188338063691e+00 5.397483749092188532e+00 5.694376164777609217e-01
7.218205042651648640e+00 5.299938888258131975e+00 5.600571011743891159e-01
7.285027837087909575e+00 5.204124020106870141e+00 5.508213445620718796e-01
7.352469245962232058e+00 5.110009241649227540e+00 5.417284143535100460e-01
7.420534996120181859e+00 5.017565148173686929e+00 5.327762754576583770e-01
7.489230867423757765e+00 4.926762826736377221e+00 5.239630236926247076e-01
7.558562693242287800e+00 4.837573845616216950e+00 5.152866949916402595e-01
7.628536360947727246e+00 4.749970250410622263e+00 5.067453917156253818e-01
7.699157812414543223e+00 4.663924552214575137e+00 4.983372330631479219e-01
7.770433044524368782e+00 4.579409724426613870e+00 4.900603245172120981e-01
7.842368109675185828e+00 4.496399191700477971e+00 4.819128613953279072e-01
7.914969116295218932e+00 4.414866825487272273e+00 4.738929670431850649e-01
7.988242229361740776e+00 4.334786935403839969e+00 4.659988908840282940e-01
8.062193670924521882e+00 4.256134262358785669e+00 4.582287987595206613e-01
8.136829720634132457e+00 4.178883972857196483e+00 4.505809682365107816e-01
8.212156716275288204e+00 4.103011649840211383e+00 4.430536300049545129e-01
8.288181054304960327e+00 4.028493289165687941e+00 4.356450717349836799e-01
8.364909190395563243e+00 3.955305289415674164e+00 4.283535988061010213e-01
8.442347639983088570e+00 3.883424448952398578e+00 4.211775062598164254e-01
8.520502978820456264e+00 3.812827956414812647e+00 4.141151677297034150e-01
8.599381843535864434e+00 3.743493386697781755e+00 4.071648980809782770e-01
8.678990932196279928e+00 3.675398693505698589e+00 4.003251204121374140e-01
8.759337004876321942e+00 3.608522203304247444e+00 3.935941900064279797e-01
8.840426884232241989e+00 3.542842610346956356e+00 3.869705575115444107e-01
8.922267456081227621e+00 3.478338968728181602e+00 3.804526371277099361e-01
9.004865669986223509e+00 3.414990689226454101e+00 3.740388919479293861e-01
9.088228539846001652e+00 3.352777530524267302e+00 3.677278029722811925e-01
9.172363144490702780e+00 3.291679596516931205e+00 3.615178435512699795e-01
9.257276628283051423e+00 3.231677328144915151e+00 3.554075557057280177e-01
9.342976201724962237e+00 3.172751499785954277e+00 3.493954335497830299e-01
9.429469142069782706e+00 3.114883212837598059e+00 3.434800640841406127e-01
9.516762793940348075e+00 3.058053890408681141e+00 3.376599793910046721e-01
9.604864569952610509e+00 3.002245272984399360e+00 3.319337929447964131e-01
9.693781951345020076e+00 2.947439411541298071e+00 3.263000900908935020e-01
9.783522488613922263e+00 2.893618664729287193e+00 3.207574981251921642e-01
9.874093802154659372e+00 2.840765691315278119e+00 3.153046619465597056e-01
9.965503582908596059e+00 2.788863447741344981e+00 3.099402209165049160e-01
1.005775959301632305e+01 2.737895181111223764e+00 3.046628743129932704e-01
1.015086966647671574e+01 2.687844425968376694e+00 2.994712824182232391e-01
1.024484170981219044e+01 2.638694998771192957e+00 2.943641851937226495e-01
1.033968370274002169e+01 2.590430993244845492e+00 2.893402782056719302e-01
1.043540369885007202e+01 2.543036776610057448e+00 2.843983264688081380e-01
1.053200982628859705e+01 2.496496983626386168e+00 2.795370734684872183e-01
1.062951028844840096e+01 2.450796514087540068e+00 2.747552986700803612e-01
1.072791336466555734e+01 2.405920526324743847e+00 2.700517984779237102e-01
1.082722741092239183e+01 2.361854435005436681e+00 2.654253653968167703e-01
1.092746086055697496e+01 2.318583905116543331e+00 2.608748441311198318e-01
1.102862222497937594e+01 2.276094849099511208e+00 2.563990476826011333e-01
1.113072009439434851e+01 2.234373422099471984e+00 2.519968573633602493e-01
1.123376313853071018e+01 2.193406017904462768e+00 2.476671186570615912e-01
1.133776010737768125e+01 2.153179265670892573e+00 2.434087362807794142e-01
1.144271983192781583e+01 2.113680024776996458e+00 2.392205986299202891e-01
1.154865122492683582e+01 2.074895382605481675e+00 2.351016249395030955e-01
1.165556328163059874e+01 2.036812648963735040e+00 2.310507504743799234e-01
1.176346508056886897e+01 1.999419354110792524e+00 2.270669078526216800e-01
1.187236578431615719e+01 1.962703243600536496e+00 2.231490750978616655e-01
1.198227464026991029e+01 1.926652275744316745e+00 2.192962044879825656e-01
1.209320098143569489e+01 1.891254617530235382e+00 2.155073068252219837e-01
1.220515422721963716e+01 1.856498641083240697e+00 2.117813640433363620e-01
1.231814388422843187e+01 1.822372920827112441e+00 2.081174085709241173e-01
1.243217954707652950e+01 1.788866229043896583e+00 2.045144606011637944e-01
1.254727089920079663e+01 1.755967533918134427e+00 2.009715667391821503e-01
1.266342771368294251e+01 1.723665994749429942e+00 1.974877885566924396e-01
1.278065985407930860e+01 1.691950960193048026e+00 1.940621859228648660e-01
1.289897727525848836e+01 1.660811963844329497e+00 1.906938581405117072e-01
1.301839002424656222e+01 1.630238721999611506e+00 1.873818836234591445e-01
1.313890824108038657e+01 1.600221130155040861e+00 1.841253908892471203e-01
1.326054215966858507e+01 1.570749259927046726e+00 1.809234852307214925e-01
1.338330210866047310e+01 1.541813356597147244e+00 1.777753149607093908e-01
1.350719851232329560e+01 1.513403835285444199e+00 1.746800193438140247e-01
1.363224189142733245e+01 1.485511279231455539e+00 1.716367602431479733e-01
1.375844286413918383e+01 1.458126435690683786e+00 1.686447133416851263e-01
1.388581214692360355e+01 1.431240214372843988e+00 1.657030533199294886e-01
1.401436055545339876e+01 1.404843683664569687e+00 1.628109890521248215e-01
1.414409900552778154e+01 1.378928068660024930e+00 1.599677124773851156e-01
1.427503851399944779e+01 1.353484748160349804e+00 1.571724583965380118e-01
1.440719019971001025e+01 1.328505251999831493e+00 1.544244429543348840e-01
1.454056528443407537e+01 1.303981258925480002e+00 1.517229189234760578e-01
1.467517509383231911e+01 1.279904593303907934e+00 1.490671324983989243e-01
1.481103105841313017e+01 1.256267223614831119e+00 1.464563491892056646e-01
1.494814471450315452e+01 1.233061258937331095e+00 1.438898471491943387e-01
1.508652770522708941e+01 1.210278947569244368e+00 1.413669040383140618e-01
1.522619178149628283e+01 1.187912673798872998e+00 1.388868271213803407e-01
1.536714880300647224e+01 1.165954956178028912e+00 1.364489099427461105e-01
1.550941073924505709e+01 1.144398444953324212e+00 1.340524826843162987e-01
1.565298967050736323e+01 1.123235919748833522e+00 1.316968605642761525e-01
1.579789778892252272e+01 1.102460287737784261e+00 1.293813899652184740e-01
1.594414739948864579e+01 1.082064580811927357e+00 1.271054125919910405e-01
1.609175092111790661e+01 1.062041954265162902e+00 1.248682866412185871e-01
1.624072088769101185e+01 1.042385683787607320e+00 1.226693817855972202e-01
1.639106994912141246e+01 1.023089164249677330e+00 1.205080675660170353e-01
1.654281087242970116e+01 1.004145906945462574e+00 1.183837391173148401e-01
1.669595654282762709e+01 9.855495380825342044e-01 1.162957804646820165e-01
1.685051996481213976e+01 9.672937965852864695e-01 1.142436069256255182e-01
1.700651426326990645e+01 9.493725320899557563e-01 1.122266218336166327e-01
1.716395268459169898e+01 9.317797033706722853e-01 1.102442550193479670e-01
1.732284859779713315e+01 9.145093759091449392e-01 1.082959330863698388e-01
1.748321549567010180e+01 8.975557207474802457e-01 1.063810967033054083e-01
1.764506699590444683e+01 8.809130119190327068e-01 1.044991968853917763e-01
1.780841684226018629e+01 8.645756253810599201e-01 1.026496847649268906e-01
1.797327890573080822e+01 8.485380366629452498e-01 1.008320335692025893e-01
1.813966718572102366e+01 8.327948195488900085e-01 9.904570753430090579e-02
1.830759581123542645e+01 8.173406442013008144e-01 9.729019760205413758e-02
1.847707904207849694e+01 8.021702754288732029e-01 9.556498513140036788e-02
1.864813127006536675e+01 7.872785713336053481e-01 9.386957399427577065e-02
1.882076702024381021e+01 7.726604812264753486e-01 9.220346593237516153e-02
1.899500095212786732e+01 7.583110446301312146e-01 9.056617466942785966e-02
1.917084786094255833e+01 7.442253890850031306e-01 8.895722320309831788e-02
1.934832267888011970e+01 7.303987292151831179e-01 8.737613481207864852e-02
1.952744047636821989e+01 7.168263647237389513e-01 8.582245182352755963e-02
1.970821646334951183e+01 7.035036792463142952e-01 8.429570929096034948e-02
1.989066599057328233e+01 6.904261387494855517e-01 8.279546504154315645e-02
2.007480455089881843e+01 6.775892900369864247e-01 8.132126925181988597e-02
2.026064778061123661e+01 6.649887595882554292e-01 7.987269121262290106e-02
2.044821146074911766e+01 6.526202517727287544e-01 7.844929890483359758e-02
2.063751151844446952e+01 6.404795479847640305e-01 7.705067050550015728e-02
2.082856402827541586e+01 6.285625047717667835e-01 7.567639246179588830e-02
2.102138521363107060e+01 6.168650530188994896e-01 7.432605160284926071e-02
2.121599144808903503e+01 6.053831962416671431e-01 7.299925115854424829e-02
2.141239925680602596e+01 5.941130095903386366e-01 7.169558847675061575e-02
2.161062531792099151e+01 5.830506384842870649e-01 7.041468031101456859e-02
2.181068646397122990e+01 5.721922973253855682e-01 6.915613731712277890e-02
2.201259968332199080e+01 5.615342685023080316e-01 6.791958636814289518e-02
2.221638212160893389e+01 5.510729008621696456e-01 6.670465363237353118e-02
2.242205108319392082e+01 5.408046089616682650e-01 6.551097394512012118e-02
2.262962403263471600e+01 5.307258714712690395e-01 6.433818948360223167e-02
2.283911859616784668e+01 5.208332304653988665e-01 6.318594286190996889e-02
2.305055256320523682e+01 5.111232899693209930e-01 6.205389079785391532e-02
2.326394388784505907e+01 5.015927150962521397e-01 6.094168525414545706e-02
2.347931069039621832e+01 4.922382308839353127e-01 5.984899471700285550e-02
2.369667125891687576e+01 4.830566211879380178e-01 5.877548282117164846e-02
2.391604405076770945e+01 4.740447278290959576e-01 5.772082695126116991e-02
2.413744769417907676e+01 4.651994492866434738e-01 5.668470422603775344e-02
2.436090098983270380e+01 4.565177400511850614e-01 5.566679912360461557e-02
2.458642291245845612e+01 4.479966092652761800e-01 5.466680261407988461e-02
2.481403261244539848e+01 4.396331201068449657e-01 5.368440612647544519e-02
2.504374941746807437e+01 4.314243885534005396e-01 5.271931320408336508e-02
2.527559283412750446e+01 4.233675826355161043e-01 5.177122354721850478e-02
2.550958254960794491e+01 4.154599214465118373e-01 5.083985091548072488e-02
2.574573843334846401e+01 4.076986741916638901e-01 4.992490521588439228e-02
2.598408053873002288e+01 4.000811594590784614e-01 4.902610800545155467e-02
2.622462910477864995e+01 3.926047441031870755e-01 4.814318088667154938e-02
2.646740455788387791e+01 3.852668426866763807e-01 4.727585170454044056e-02
2.671242751353312883e+01 3.780649163233127386e-01 4.642385402426862928e-02
2.695971877806260153e+01 3.709964721434297896e-01 4.558692186909266142e-02
2.720929935042391179e+01 3.640590622437289148e-01 4.476479965625586310e-02
2.746119042396705723e+01 3.572502830424847398e-01 4.395722869799360139e-02
2.771541338824041034e+01 3.505677744372734383e-01 4.316396226080412152e-02
2.797198983080686574e+01 3.440092189890637253e-01 4.238475055809722697e-02
2.823094153907678461e+01 3.375723412993154593e-01 4.161935366765292382e-02
2.849229050215844694e+01 3.312549070569306142e-01 4.086753192684339231e-02
2.875605891272509496e+01 3.250547225576762012e-01 4.012905096291169427e-02
2.902226916889927466e+01 3.189696337198425491e-01 3.940368142732681572e-02
2.929094387615513284e+01 3.129975256217665813e-01 3.869119441336413973e-02
2.956210584923782037e+01 3.071363216099423088e-01 3.799136992303395882e-02
2.983577811410062708e+01 3.013839827429437013e-01 3.730398545020246343e-02
3.011198390986062634e+01 2.957385070756106127e-01 3.662882864636158448e-02
3.039074669077179891e+01 2.901979289596426925e-01 3.596568474890882855e-02
3.067209012821678726e+01 2.847603185119841340e-01 3.531434734235961576e-02
3.095603811271673678e+01 2.794237808019559011e-01 3.467461041161218338e-02
3.124261475596033577e+01 2.741864554380162855e-01 3.404627241985624941e-02
3.153184439285111296e+01 2.690465157309973043e-01 3.342913623065080220e-02
3.182375158357364597e+01 2.640021682946551151e-01 3.282300512339268728e-02
3.211836111567950525e+01 2.590516522887056916e-01 3.222769000567371478e-02
3.241569800619193131e+01 2.541932389399321202e-01 3.164299975953711180e-02
3.271578750372994193e+01 2.494252309342978868e-01 3.106875189249963878e-02
3.301865509065277848e+01 2.447459618179946284e-01 3.050476200793105983e-02
3.332432648522353702e+01 2.401537955441819805e-01 2.995085276809913988e-02
3.363282764379285084e+01 2.356471257801918129e-01 2.940684732171377699e-02
3.394418476300344167e+01 2.312243755526887379e-01 2.887257260519598273e-02
3.425842428201437428e+01 2.268839965368072142e-01 2.834785939904739191e-02
3.457557288474599488e+01 2.226244687116796517e-01 2.783253886799151935e-02
3.489565750214619300e+01 2.184442997183870527e-01 2.732644870240602542e-02
3.521870531447710562e+01 2.143420244480789272e-01 2.682942495722481085e-02
3.554474375362291738e+01 2.103162045260852098e-01 2.634131100730034009e-02
3.587380050541967336e+01 2.063654277994819985e-01 2.586194872965651842e-02
3.620590351200605994e+01 2.024883079509832706e-01 2.539118596726733929e-02
3.654108097419589996e+01 1.986834839088992000e-01 2.492887109531286699e-02
3.687936135387329273e+01 1.949496195428318257e-01 2.447485568974206924e-02
3.722077337640926231e+01 1.912854030601313093e-01 2.402899467680480461e-02
3.756534603310075937e+01 1.876895467092710157e-01 2.359114333266021032e-02
3.791310858363295466e+01 1.841607862355838510e-01 2.316116251104009469e-02
3.826409055856353802e+01 1.806978805274486732e-01 2.273891174550118216e-02
3.861832176183047238e+01 1.772996111787591977e-01 2.232425677790851951e-02
3.897583227328252775e+01 1.739647820509043208e-01 2.191706217549814137e-02
3.933665245123399501e+01 1.706922189441345550e-01 2.151719754484887961e-02
3.970081293504236442e+01 1.674807690953720452e-01 2.112453304134702739e-02
4.006834464770984283e+01 1.643293009175579023e-01 2.073894152284593353e-02
4.043927879850969020e+01 1.612367034875118177e-01 2.036029876096420374e-02
4.081364688563615317e+01 1.582018862908541046e-01 1.998848084229120844e-02
4.119148069887888397e+01 1.552237787608953257e-01 1.962336861670034224e-02
4.157281232232293888e+01 1.523013299750380634e-01 1.926484186862664413e-02
4.195767413707293514e+01 1.494335082839378659e-01 1.891278564503902707e-02
4.234609882400248182e+01 1.466193009373945588e-01 1.856708407489005702e-02
4.273811936652982268e+01 1.438577138048649784e-01 1.822762554144027880e-02
4.313376905341839773e+01 1.411477709483178467e-01 1.789429897272652725e-02
4.353308148160330404e+01 1.384885143992079515e-01 1.756699557665537467e-02
4.393609055904474303e+01 1.358790037241393855e-01 1.724560909034555251e-02
4.434283050760709699e+01 1.333183158057873463e-01 1.693003353173129846e-02
4.475333586596461544e+01 1.308055444524390543e-01 1.662016698343744478e-02
4.516764149253486238e+01 1.283398001377619724e-01 1.631590666843972873e-02
4.558578256843845367e+01 1.259202096866719467e-01 1.601715426813967932e-02
4.600779460048622127e+01 1.235459159560599596e-01 1.572381074926151173e-02
4.643371342419486325e+01 1.212160775972804805e-01 1.543578066819202392e-02
4.686357520682959432e+01 1.189298686930522625e-01 1.515296910791369411e-02
4.729741645047547394e+01 1.166864785668228766e-01 1.487528307325174798e-02
4.773527399513664449e+01 1.144851114146093612e-01 1.460263176055902161e-02
4.817718502186522755e+01 1.123249861170514674e-01 1.433492461454715164e-02
4.862318705591826529e+01 1.102053359089457674e-01 1.407207454591411638e-02
4.907331796994393613e+01 1.081254081564067826e-01 1.381399377192674659e-02
4.952761598719813207e+01 1.060844640909148623e-01 1.356059828507997014e-02
4.998611968478989809e+01 1.040817785370400927e-01 1.331180352396512355e-02
5.044886799695699864e+01 1.021166397107472201e-01 1.306752795448192297e-02
5.091590021837257041e+01 1.001883489109119674e-01 1.282769054168004207e-02
5.138725600748166045e+01 9.829622035652835210e-02 1.259221186942657139e-02
5.186297538986845268e+01 9.643958087479370667e-02 1.236101441743178014e-02
5.234309876165576014e+01 9.461776974004582064e-02 1.213402088356103393e-02
5.282766689293495688e+01 9.283013839420486968e-02 1.191115691907703930e-02
5.331672093122770661e+01 9.107605025612584837e-02 1.169234761604365236e-02
5.381030240498065353e+01 8.935488049655797294e-02 1.147752126166202112e-02
5.430845322709154033e+01 8.766601580610756950e-02 1.126660571604230950e-02
5.481121569846795438e+01 8.600885422406889802e-02 1.105953139109289336e-02
5.531863251161999528e+01 8.438280487648536221e-02 1.085622916480032292e-02
5.583074675428522227e+01 8.278728783725471108e-02 1.065663127773530151e-02
5.634760191308714639e+01 8.122173386398827410e-02 1.046067160806812661e-02
5.686924187722860324e+01 7.968558426012596618e-02 1.026828422446544355e-02
5.739571094221832226e+01 7.817829063854909999e-02 1.007940571054039870e-02
5.792705381363195727e+01 7.669931475861342662e-02 9.893972199090772524e-03
5.846331561090899953e+01 7.524812833582208982e-02 9.711922525812242274e-03
5.900454187118365468e+01 7.382421284420863372e-02 9.533195199067043615e-03
5.955077855315193602e+01 7.242705937116235282e-02 9.357730877178655968e-03
6.010207204097376632e+01 7.105616839512890470e-02 9.185470648525229445e-03
6.065846914821248959e+01 6.971104966720011176e-02 9.016356747596317861e-03
6.122001712180970401e+01 6.839122198752960180e-02 8.850332821460962437e-03
6.178676364609689386e+01 6.709621308740056078e-02 8.687342682677821198e-03
6.235875684684535258e+01 6.582555942942941440e-02 8.527332284046201805e-03
6.293604529535244296e+01 6.457880606836839676e-02 8.370247215046677444e-03
6.351867801256570090e+01 6.335550649021805258e-02 8.216035350612799215e-03
6.410670447324622501e+01 6.215522244402320318e-02 8.064644316583831352e-03
6.470017461016951188e+01 6.097752381882097505e-02 7.916023549377428428e-03
6.529913881836513667e+01 5.982198845507032819e-02 7.770122878421733756e-03
6.590364795939690623e+01 5.868820204378510930e-02 7.626893096530923052e-03
6.651375336568135310e+01 5.757575793735948688e-02 7.486286213441455464e-03
6.712950684484636099e+01 5.648425704878595743e-02 7.348254382004162054e-03
6.775096068413115802e+01 5.541330768285673142e-02 7.212751575347161291e-03
6.837816765482601511e+01 5.436252541735885763e-02 7.079731473902027561e-03
6.901118101675291427e+01 5.333153296713057795e-02 6.949149689737768587e-03
6.965005452278897735e+01 5.231996004097809461e-02 6.820961646984564399e-03
7.029484242343055200e+01 5.132744323743135967e-02 6.695124293873372899e-03
7.094559947139946132e+01 5.035362588485858826e-02 6.571594934944463909e-03
7.160238092629327866e+01 4.939815795560572459e-02 6.450331684011244467e-03
7.226524255927731133e+01 4.846069590599973165e-02 6.331293702010310116e-03
7.293424065781998422e+01 4.754090259029276205e-02 6.214440273144636144e-03
7.360943203047347083e+01 4.663844711810761351e-02 6.099732228889386682e-03
7.429087401169701366e+01 4.575300475310892928e-02 5.987130165013793658e-03
7.497862446672581882e+01 4.488425679818450198e-02 5.876596309201754034e-03
7.567274179648417487e+01 4.403189047379908738e-02 5.768092748816839969e-03
7.637328494254546740e+01 4.319559882972773962e-02 5.661582853631831960e-03
7.708031339213687261e+01 4.237508060955119671e-02 5.557030314302804398e-03
7.779388718319022189e+01 4.157004017761958131e-02 5.454399500879975916e-03
7.851406690944116917e+01 4.078018738378438174e-02 5.353655683437489460e-03
7.924091372557403190e+01 4.000523748997126400e-02 5.254764237837688222e-03
7.997448935241440893e+01 3.924491104983653805e-02 5.157691854448582039e-03
8.071485608217111007e+01 3.849893382239837764e-02 5.062405033912303377e-03
8.146207678372535099e+01 3.776703667510112467e-02 4.968871655016941433e-03
8.221621490796879073e+01 3.704895548044630227e-02 4.877059493144926365e-03
8.297733449319248678e+01 3.634443104129228552e-02 4.786937402284586508e-03
8.374550017052433759e+01 3.565320897606109180e-02 4.698474523764638658e-03
8.452077716941671781e+01 3.497503965664824910e-02 4.611640568933925328e-03
8.530323132318653734e+01 3.430967809410460923e-02 4.526406021936632378e-03
8.609292907460499578e+01 3.365688387602894238e-02 4.442741457410253822e-03
8.688993748153914964e+01 3.301642106500943946e-02 4.360618566177139159e-03
8.769432422264723925e+01 3.238805812505301390e-02 4.280008886421676588e-03
8.850615760312507518e+01 3.177156783977871934e-02 4.200885119719743356e-03
8.932550656050581495e+01 3.116672722462212122e-02 4.123219892712861115e-03
9.015244067051480670e+01 3.057331746364631148e-02 4.046986738877885771e-03
9.098703015297705576e+01 2.999112381233203645e-02 3.972159447738570458e-03
9.182934587778031243e+01 2.941993554482477333e-02 3.898712286798640750e-03
9.267945937089230313e+01 2.885954585735623842e-02 3.826620186478431416e-03
9.353744282043558655e+01 2.830975181489615508e-02 3.755858154379639220e-03
9.440336908281683748e+01 2.777035426547644695e-02 3.686402145427774505e-03
9.527731168891301650e+01 2.724115777755901219e-02 3.618227991817767573e-03
9.615934485031638701e+01 2.672197057102158532e-02 3.551312507483491039e-03
9.704954346563575029e+01 2.621260444262353204e-02 3.485632453252955360e-03
9.794798312685584563e+01 2.571287471257872187e-02 3.421165352084954391e-03
9.885474012575758707e+01 2.522260014226581845e-02 3.357888954130534842e-03
9.976989146039581158e+01 2.474160288943374683e-02 3.295781410120587895e-03
1.006935148416369969e+02 2.426970842663652220e-02 3.234821438937530557e-03
1.016256886997594222e+02 2.380674549580395760e-02 3.174987825114282229e-03
1.025664921911124878e+02 2.335254603598767298e-02 3.116260156819883071e-03
1.035160052048377537e+02 2.290694513006969260e-02 3.058617923602449315e-03
1.044743083696540253e+02 2.246978094656121305e-02 3.002041443165511230e-03
1.054414830607033764e+02 2.204089467635477265e-02 2.946510996724646236e-03
1.064176114064605798e+02 2.162013048756841749e-02 2.892007505777683882e-03
1.074027762957083922e+02 2.120733545591208316e-02 2.838512092660715972e-03
1.083970613845754372e+02 2.080235952667050872e-02 2.786006215243857186e-03
1.094005511036393443e+02 2.040505544583933600e-02 2.734471817921969340e-03
1.104133306650975612e+02 2.001527872146156850e-02 2.683890900794329726e-03
1.114354860700024830e+02 1.963288756271186833e-02 2.634246145401428121e-03
1.124671041155637283e+02 1.925774283457620806e-02 2.585520154092191270e-03
1.135082724025198786e+02 1.888970800878584516e-02 2.537696227575269702e-03
1.145590793425763252e+02 1.852864911016882318e-02 2.490757642615560718e-03
1.156196141659132053e+02 1.817443467849984631e-02 2.444688213702179633e-03
1.166899669287616348e+02 1.782693570959723722e-02 2.399471932281069426e-03
1.177702285210522177e+02 1.748602562307246741e-02 2.355093070703223167e-03
1.188604906741323788e+02 1.715158020420790713e-02 2.311536317616955626e-03
1.199608459685551196e+02 1.682347757106968447e-02 2.268786408828128102e-03
1.210713878419419700e+02 1.650159812316586913e-02 2.226828657725047310e-03
1.221922105969166239e+02 1.618582450292327390e-02 2.185648314156022481e-03
1.233234094091119744e+02 1.587604155433688935e-02 2.145231216682320138e-03
1.244650803352535604e+02 1.557213627748084937e-02 2.105563189292866070e-03
1.256173203213155176e+02 1.527399779628968966e-02 2.066630507415417265e-03
1.267802272107520594e+02 1.498151730874768862e-02 2.028419601936036661e-03
1.279538997528075299e+02 1.469458805954388866e-02 1.990917138793547869e-03
