# k, R1, R2
3.226668706854930301e-03 7.012062112734519737e+00 -1.705372486770626139e+00
3.256539709193885610e-03 7.193044275373039476e+00 -1.748737939672146302e+00
3.286687243418134115e-03 7.378544310202835632e+00 -1.793160624524432256e+00
3.317113869531616421e-03 7.568679162650139070e+00 -1.838667029053490776e+00
3.347822171237604255e-03 7.763532182458483533e+00 -1.885275395602479476e+00
3.378814756158077508e-03 7.963245843291317350e+00 -1.933018253913102225e+00
3.410094256055189437e-03 8.167904341969697057e+00 -1.981913890295513569e+00
3.441663327054725070e-03 8.377663381366133422e+00 -2.031997867338781738e+00
3.473524649871642146e-03 8.592599003422494164e+00 -2.083286322849828842e+00
3.505680930037713677e-03 8.812872629421688586e+00 -2.135816015662893363e+00
3.538134898131282957e-03 9.038552237515823151e+00 -2.189600955003914162e+00
3.570889310009109363e-03 9.269854300268312031e+00 -2.244691030968626766e+00
3.603946947040395990e-03 9.506809566335558515e+00 -2.301091046157957454e+00
3.637310616342983097e-03 9.749635338377988347e+00 -2.358850866852738815e+00
3.670983151021695642e-03 9.998399745246890902e+00 -2.417984149453270337e+00
3.704967410408927745e-03 1.025329826271944711e+01 -2.478535239516010513e+00
3.739266280307458872e-03 1.051440819399331694e+01 -2.540519800040258680e+00
3.773882673235480489e-03 1.078192373310653451e+01 -2.603981623825672109e+00
3.808819528673926431e-03 1.105599592281520316e+01 -2.668953948079811234e+00
3.844079813316093538e-03 1.133676871122623631e+01 -2.735468166646668475e+00
3.879666521319537383e-03 1.162433937243288185e+01 -2.803544285839006278e+00
3.915582674560335458e-03 1.191893447356182634e+01 -2.873233376800072403e+00
3.951831322889704824e-03 1.222069601410400352e+01 -2.944565951294196626e+00
3.988415544392958159e-03 1.252976226243986169e+01 -3.017571500555416453e+00
4.025338445650893625e-03 1.284630404791542979e+01 -3.092287200695597704e+00
4.062603162003602941e-03 1.317052709785363085e+01 -3.168758484099106099e+00
4.100212857816705470e-03 1.350256739475650036e+01 -3.247013822485734114e+00
4.138170726750025653e-03 1.384260760364642451e+01 -3.327092771492251799e+00
4.176479992028832647e-03 1.419084916060257129e+01 -3.409039221554477361e+00
4.215143906717524168e-03 1.454747150239496101e+01 -3.492891593470759393e+00
4.254165753995829170e-03 1.491260677695704118e+01 -3.578676793060034278e+00
4.293548847437660305e-03 1.528654107199407619e+01 -3.666458475884204038e+00
4.333296531292454845e-03 1.566937385651353232e+01 -3.756255343189919049e+00
4.373412180769153251e-03 1.606137444237682033e+01 -3.848126619227030698e+00
4.413899202322813659e-03 1.646269317835477963e+01 -3.942102825252557174e+00
4.454761033943889156e-03 1.687362054294348113e+01 -4.038247819483098411e+00
4.496001145450139250e-03 1.729426929419215497e+01 -4.136582704785559450e+00
4.537623038781288254e-03 1.772486962211824491e+01 -4.237156483968931298e+00
4.579630248296407205e-03 1.816568897111774206e+01 -4.340026819481566100e+00
4.622026341074011481e-03 1.861692361115660077e+01 -4.445234132922563752e+00
4.664814917214973010e-03 1.907886017926220745e+01 -4.552840160332202402e+00
4.707999610148243599e-03 1.955159984691708530e+01 -4.662862153782252328e+00
4.751584086939359894e-03 2.003544754976323716e+01 -4.775365717469817639e+00
4.795572048601850525e-03 2.053071129814098583e+01 -4.890416917271811492e+00
4.839967230411525503e-03 2.103750515780173558e+01 -5.008035312132596673e+00
4.884773402223632245e-03 2.155615898355918958e+01 -5.128291614372225027e+00
4.929994368792988378e-03 2.208692041809121420e+01 -5.251236649401718637e+00
4.975633970097081797e-03 2.263004177598089584e+01 -5.376922053062279439e+00
5.021696081662115410e-03 2.318576727525838521e+01 -5.505397260756912381e+00
5.068184614892118009e-03 2.375436915601564891e+01 -5.636718022261543837e+00
5.115103517401092641e-03 2.433614508594983405e+01 -5.770945836737760182e+00
5.162456773348225031e-03 2.493131081641946878e+01 -5.908122397502077128e+00
5.210248403776169407e-03 2.554023929370946178e+01 -6.048326370003939800e+00
5.258482466952558304e-03 2.616312480999841128e+01 -6.191593694905582090e+00
5.307163058714586303e-03 2.680032342757803221e+01 -6.337998296811038657e+00
5.356294312816772644e-03 2.745212775275371797e+01 -6.487598686095705780e+00
5.405880401282054520e-03 2.811878437159551325e+01 -6.640442117141194700e+00
5.455925534756015868e-03 2.880062807713295214e+01 -6.796596340924815571e+00
5.506433962864433831e-03 2.949804146973670527e+01 -6.956139914567626370e+00
5.557409974574149814e-03 3.021122555087200823e+01 -7.119108206396909111e+00
5.608857898557285948e-03 3.094063694611740445e+01 -7.285596368008680379e+00
5.660782103558790503e-03 3.168646069893676653e+01 -7.455635188864938812e+00
5.713186998767421504e-03 3.244912207955167105e+01 -7.629311542552030367e+00
5.766077034190182464e-03 3.322886603531832606e+01 -7.806669452672306164e+00
5.819456701030159031e-03 3.402622658893489671e+01 -7.987820395231530313e+00
5.873330532067910087e-03 3.484129588189271232e+01 -8.172771557031463630e+00
5.927703102046395951e-03 3.567470396079241368e+01 -8.361655947088113550e+00
5.982579028059404648e-03 3.652653824246094416e+01 -8.554478710578390377e+00
6.037962969943637577e-03 3.739733598305554096e+01 -8.751350036807231447e+00
6.093859630674423357e-03 3.828739929693374222e+01 -8.952324378037211261e+00
6.150273756765033822e-03 3.919722045767997542e+01 -9.157500215257009302e+00
6.207210138669760902e-03 4.012694453681827866e+01 -9.366894259006496526e+00
6.264673611190718812e-03 4.107729860691857482e+01 -9.580658626926510379e+00
6.322669053888357697e-03 4.204828606918503198e+01 -9.798775930425867031e+00
6.381201391495837025e-03 4.304056582042783674e+01 -1.002138108830768992e+01
6.440275594337221444e-03 4.405445953149592242e+01 -1.024852981688620446e+01
6.499896678749540746e-03 4.509042199972574849e+01 -1.048030811198764489e+01
6.560069707508704370e-03 4.614894469567899193e+01 -1.071680993479108857e+01
6.620799790259493389e-03 4.723012787642381483e+01 -1.095803762193248510e+01
6.682092083949403571e-03 4.833483372803265610e+01 -1.120416985566214052e+01
6.743951793266546833e-03 4.946310304395105817e+01 -1.145519392993375440e+01
6.806384171081621484e-03 5.061566833816767996e+01 -1.171125688427686207e+01
6.869394518893988562e-03 5.179266311860180139e+01 -1.197236630478675679e+01
6.932988187281809156e-03 5.299489982275893851e+01 -1.223868606384967173e+01
6.997170576356416191e-03 5.422252328866839832e+01 -1.251022503433884303e+01
7.061947136220890313e-03 5.547626634552175062e+01 -1.278712697967586109e+01
7.127323367432815589e-03 5.675633852857965422e+01 -1.306941431651288710e+01
7.193304821471390234e-03 5.806348871460041750e+01 -1.335723277140726672e+01
7.259897101208849859e-03 5.939786880831955784e+01 -1.365058999017452024e+01
7.327105861386203241e-03 6.076019639502992931e+01 -1.394962280599457394e+01
7.394936809093428931e-03 6.215087543166320927e+01 -1.425439514381782047e+01
7.463395704254117968e-03 6.357036375154687136e+01 -1.456498246207681291e+01
7.532488360114540996e-03 6.501915823624133850e+01 -1.488146824233276710e+01
7.602220643737307194e-03 6.649802093983481655e+01 -1.520399583321630033e+01
7.672598476499591612e-03 6.800696398117844410e+01 -1.553253592147831696e+01
7.743627834595910066e-03 6.954705645678305359e+01 -1.586730014228750640e+01
7.815314749545616835e-03 7.111854259284955049e+01 -1.620831036575756556e+01
7.887665308705089570e-03 7.272131072183881884e+01 -1.655550698946949595e+01
7.960685655784633524e-03 7.435756633119363812e+01 -1.690935678476786563e+01
8.034381991370131981e-03 7.602570723223679749e+01 -1.726945902257655874e+01
8.108760573449658865e-03 7.772788019601060228e+01 -1.763626471784237282e+01
8.183827717944843622e-03 7.946444895451168122e+01 -1.800981799683146534e+01
8.259589799247138431e-03 8.123497846775323694e+01 -1.838998147227281521e+01
8.336053250759202851e-03 8.304117181917460755e+01 -1.877710087285301199e+01
8.413224565441147426e-03 8.488221468046693019e+01 -1.917095140435983325e+01
8.491110296361879112e-03 8.675994280392680480e+01 -1.957190605214870160e+01
8.569717057255578016e-03 8.867496911591271669e+01 -1.998006012999055869e+01
8.649051523083333207e-03 9.062639604658083670e+01 -2.039516752182067094e+01
8.729120430599899422e-03 9.261655053643488600e+01 -2.081770748560979811e+01
8.809930578925786321e-03 9.464511384473154010e+01 -2.124756218862792778e+01
8.891488830124631704e-03 9.671193166870061475e+01 -2.168465031129821341e+01
8.973802109785850023e-03 9.881874619585467201e+01 -2.212931510919521116e+01
9.056877407612748745e-03 1.009660526112237022e+02 -2.258161798296100997e+01
9.140721778016095214e-03 1.031535983427332326e+02 -2.304145263537758481e+01
9.225342340713094114e-03 1.053827026250283865e+02 -2.350906257455752879e+01
9.310746281331985438e-03 1.076537530774346720e+02 -2.398448210314853668e+01
9.396940852022254292e-03 1.099675140320815103e+02 -2.446782788454294533e+01
9.483933372070395273e-03 1.123236863034376398e+02 -2.495897896129414661e+01
9.571731228521456955e-03 1.147236224763258292e+02 -2.545818060916158743e+01
9.660341876806356060e-03 1.171678539945741022e+02 -2.596549369270929830e+01
9.749772841374907545e-03 1.196568888867530802e+02 -2.648097299893815304e+01
9.840031716334782241e-03 1.221908905953200843e+02 -2.700459531870723140e+01
9.931126166096405916e-03 1.247719733836762686e+02 -2.753676780138315650e+01
1.002306392602375813e-02 1.273989757197817738e+02 -2.807717166142418463e+01
1.011585280309120968e-02 1.300720586795816871e+02 -2.862578060485434861e+01
1.020950067654649053e-02 1.327938199520479259e+02 -2.918310242215682493e+01
1.030401549857974143e-02 1.355634212064334747e+02 -2.974888722486148041e+01
1.039940529499882096e-02 1.383816530927360589e+02 -3.032324241392228004e+01
1.049567816591076563e-02 1.412485691070942551e+02 -3.090611212279933895e+01
1.059284228640964415e-02 1.441673358142664654e+02 -3.149812041853283162e+01
1.069090590727078335e-02 1.471347366024992311e+02 -3.209849322729643717e+01
1.078987735565132590e-02 1.501533824737709040e+02 -3.270773031356071670e+01
1.088976503579740934e-02 1.532230079268647387e+02 -3.332570069466876816e+01
1.099057742975775680e-02 1.563443144074022371e+02 -3.395248389950306489e+01
1.109232309810395667e-02 1.595194283592124123e+02 -3.458846609013314577e+01
1.119501068065744190e-02 1.627478646730107812e+02 -3.523346485106382175e+01
1.129864889722306462e-02 1.660283398672068813e+02 -3.588712509288334473e+01
1.140324654832958889e-02 1.693629715446214448e+02 -3.654982635982335637e+01
1.150881251597702347e-02 1.727516255378254186e+02 -3.722146014920834745e+01
1.161535576439078413e-02 1.761954537122389866e+02 -3.790219299454287949e+01
1.172288534078292158e-02 1.796959702108098327e+02 -3.859226815808489164e+01
1.183141037612042007e-02 1.832500892132965191e+02 -3.929093844177914008e+01
1.194094008590047308e-02 1.868612390604319273e+02 -3.999885587668761389e+01
1.205148377093311594e-02 1.905305533420325901e+02 -4.071617559223974325e+01
1.216305081813094137e-02 1.942545037515091337e+02 -4.144205629808200797e+01
1.227565070130621702e-02 1.980366262231569578e+02 -4.217716558329738774e+01
1.238929298197541211e-02 2.018774185024935548e+02 -4.292151871513398476e+01
1.250398731017104276e-02 2.057759680288688457e+02 -4.367483120540470054e+01
1.261974342526115019e-02 2.097324336953867601e+02 -4.443704477073227821e+01
1.273657115677636481e-02 2.137486680475615231e+02 -4.520846009431495105e+01
1.285448042524451641e-02 2.178242731847031450e+02 -4.598889751780477297e+01
1.297348124303307655e-02 2.219578560077032421e+02 -4.677796911750755982e+01
1.309358371519941423e-02 2.261512592941336948e+02 -4.757596792607373004e+01
1.321479804034877623e-02 2.304050967179992142e+02 -4.838292606145471808e+01
1.333713451150042410e-02 2.347181683257643954e+02 -4.919849389195700695e+01
1.346060351696157405e-02 2.390947356685582861e+02 -5.002346490632459108e+01
1.358521554120957313e-02 2.435276144202329078e+02 -5.085623645635936185e+01
1.371098116578223745e-02 2.480232591960918569e+02 -5.169805743590544012e+01
1.383791107017631576e-02 2.525790174776010417e+02 -5.254827353868805062e+01
1.396601603275437510e-02 2.571949692312117008e+02 -5.340679911561712601e+01
1.409530693166011553e-02 2.618707449096120854e+02 -5.427345670075975903e+01
1.422579474574199761e-02 2.666089059694031675e+02 -5.514867355749866817e+01
1.435749055548557127e-02 2.714067673324282737e+02 -5.603178994560148141e+01
1.449040554395442798e-02 2.762659368241483548e+02 -5.692303447457099708e+01
1.462455099773972596e-02 2.811854765250630521e+02 -5.782210811933857997e+01
1.475993830791865261e-02 2.861654765297741960e+02 -5.872892568005514136e+01
1.489657897102175145e-02 2.912061235184233396e+02 -5.964341855134082948e+01
1.503448459000905103e-02 2.963077412623267151e+02 -6.056554828226817477e+01
1.517366687525546071e-02 3.014667869555313473e+02 -6.149448368898747219e+01
1.531413764554507076e-02 3.066866343984648324e+02 -6.243080971423450620e+01
1.545590882907478363e-02 3.119672469454577026e+02 -6.337441039959775679e+01
1.559899246446726923e-02 3.173051079748443044e+02 -6.432446499047458133e+01
1.574340070179313517e-02 3.227043920867633915e+02 -6.528171432057328616e+01
1.588914580360270210e-02 3.281601896624534902e+02 -6.624505659826687065e+01
1.603624014596735300e-02 3.336709122540763701e+02 -6.721406952700017712e+01
1.618469621953034024e-02 3.392442033214886692e+02 -6.819018562428063035e+01
1.633452663056750298e-02 3.448707851556127935e+02 -6.917143374826764557e+01
1.648574410205777899e-02 3.505563206786725914e+02 -7.015884490727121658e+01
1.663836147476349323e-02 3.562935738721985786e+02 -7.115086749599599614e+01
1.679239170832083974e-02 3.620882143909836941e+02 -7.214853140551649346e+01
1.694784788234027575e-02 3.679336557322283738e+02 -7.315042090605497549e+01
1.710474319751721997e-02 3.738360745842455231e+02 -7.415766380449748851e+01
1.726309097675306214e-02 3.797900026793655002e+02 -7.516907020585979637e+01
1.742290466628638318e-02 3.857957233245342650e+02 -7.618459878994511314e+01
1.758419783683479523e-02 3.918531654128792638e+02 -7.720413357406856392e+01
1.774698418474738443e-02 3.979565945481276685e+02 -7.822645022643864365e+01
1.791127753316762092e-02 4.041116864200031955e+02 -7.925256760604744954e+01
1.807709183320723237e-02 4.103121574849029116e+02 -8.028115858128218463e+01
1.824444116513092295e-02 4.165570078754089991e+02 -8.131193574390225365e+01
1.841333973955187539e-02 4.228534864377093641e+02 -8.234622146752101912e+01
1.858380189863862580e-02 4.291906793271444371e+02 -8.338179653708847638e+01
1.875584211733278411e-02 4.355695481369047002e+02 -8.441876135256212876e+01
1.892947500457826254e-02 4.419895066390323564e+02 -8.545691941105721412e+01
1.910471530456186312e-02 4.484486451421498714e+02 -8.649581483347014910e+01
1.928157789796516863e-02 4.549496152592208205e+02 -8.753587918570065085e+01
1.946007780322820194e-02 4.614833981164898091e+02 -8.857529315723913044e+01
1.964023017782481201e-02 4.680557908170243309e+02 -8.961509669489571195e+01
1.982205031954963753e-02 4.746603613595870570e+02 -9.065397954568430805e+01
2.000555366781721703e-02 4.812972378773932292e+02 -9.169189553795736458e+01
2.019075580497307551e-02 4.879648727948883220e+02 -9.272848061591712110e+01
2.037767245761681542e-02 4.946585960097364136e+02 -9.376277920321963677e+01
2.056631949793760045e-02 5.013844568235032852e+02 -9.479587677056997563e+01
2.075671294506201831e-02 5.081272811788390982e+02 -9.582483839558497607e+01
2.094886896641422191e-02 5.149036011766037291e+02 -9.685273029042220116e+01
2.114280387908896303e-02 5.216935955496361430e+02 -9.787575914123895870e+01
2.133853415123702219e-02 5.285031378213062681e+02 -9.889498518619782885e+01
2.153607640346368382e-02 5.353343714457068927e+02 -9.991075683606011637e+01
2.173544741024014890e-02 5.421782706105392435e+02 -1.009213417437838416e+02
2.193666410132783656e-02 5.490336020894213789e+02 -1.019264731609456618e+02
2.213974356321602929e-02 5.559051460226470454e+02 -1.029269969675297887e+02
2.234470304057288234e-02 5.627768440958890324e+02 -1.039199082565976369e+02
2.255155993770961709e-02 5.696659107803270672e+02 -1.049083538301317589e+02
2.276033182005850197e-02 5.765525149575870500e+02 -1.058886519465227281e+02
2.297103641566449264e-02 5.834430814344133296e+02 -1.068619609719566057e+02
2.318369161669046885e-02 5.903349028755897052e+02 -1.078277665147825530e+02
2.339831548093675856e-02 5.972239114540270748e+02 -1.087853068152485037e+02
2.361492623337435245e-02 6.041094280818408606e+02 -1.097344467148193985e+02
2.383354226769256526e-02 6.109839992664908550e+02 -1.106738267812894492e+02
2.405418214786103973e-02 6.178504998240281338e+02 -1.116039642874439721e+02
2.427686460970596150e-02 6.247107763047157505e+02 -1.125251933804152458e+02
2.450160856250109889e-02 6.315570604598415230e+02 -1.134361082019683380e+02
2.472843309057358788e-02 6.383890106947164895e+02 -1.143366600312851205e+02
2.495735745492434071e-02 6.451964014366956235e+02 -1.152250255310243574e+02
2.518840109486367509e-02 6.519911334963693434e+02 -1.161033518820263453e+02
2.542158362966210824e-02 6.587582509421860095e+02 -1.169689871910864269e+02
2.565692486021616328e-02 6.655074910880655352e+02 -1.178236851798118181e+02
2.589444477072998241e-02 6.722243450637545266e+02 -1.186649010552258119e+02
2.613416353041211893e-02 6.789146224640087439e+02 -1.194936911706314504e+02
2.637610149518830951e-02 6.855810420351381254e+02 -1.203105665637973942e+02
2.662027920943008108e-02 6.922081493439442283e+02 -1.211128417788223146e+02
2.686671740769915745e-02 6.988055123004934330e+02 -1.219022413155248898e+02
2.711543701650820370e-02 7.053626415088361910e+02 -1.226769693275876989e+02
2.736645915609792201e-02 7.118889826837012151e+02 -1.234387190472447315e+02
2.761980514223032548e-02 7.183663537667879382e+02 -1.241843808864571486e+02
2.787549648799886315e-02 7.248144370976690425e+02 -1.249174121869529870e+02
2.813355490565530928e-02 7.312121779400781634e+02 -1.256342313397877035e+02
2.839400230845331302e-02 7.375741367272814841e+02 -1.263373952831391165e+02
2.865686081250926054e-02 7.438838603054063014e+02 -1.270241446069768614e+02
2.892215273868036993e-02 7.501531382533942178e+02 -1.276965493514955625e+02
2.918990061445988701e-02 7.563737936839329450e+02 -1.283532805001249244e+02
2.946012717589026331e-02 7.625481557155105747e+02 -1.289947897414717488e+02
2.973285536949359445e-02 7.686706886945876249e+02 -1.296202089635000050e+02
3.000810835422023509e-02 7.747483139060917665e+02 -1.302307677752165205e+02
3.028590950341545143e-02 7.807740746518993546e+02 -1.308253584233732738e+02
3.056628240680400732e-02 7.867518049075877116e+02 -1.314046922776500708e+02
3.084925087249339865e-02 7.926809982703067590e+02 -1.319687422017329652e+02
3.113483892899563191e-02 7.985585165244016252e+02 -1.325170567628110518e+02
3.142307082726743944e-02 8.043860417208778699e+02 -1.330499734733880643e+02
3.171397104276965639e-02 8.101669608833005896e+02 -1.335681228869906647e+02
3.200756427754569006e-02 8.158962952933084125e+02 -1.340707377416290740e+02
3.230387546231887341e-02 8.215823365401740830e+02 -1.345592472412956795e+02
3.260292975860973330e-02 8.272196920132568039e+02 -1.350328197385950943e+02
3.290475256087240646e-02 8.328121030460201837e+02 -1.354921239495619432e+02
3.320936949865109511e-02 8.383606316124240720e+02 -1.359373880798359551e+02
3.351680643875652732e-02 8.438682570416478939e+02 -1.363691388771843833e+02
3.382708948746228350e-02 8.493334951987278600e+02 -1.367871901665071448e+02
3.414024499272171054e-02 8.547659836958247297e+02 -1.371931270663863245e+02
3.445629954640538201e-02 8.601553541817116866e+02 -1.375853304213039792e+02
3.477527998655897956e-02 8.655148698856207830e+02 -1.379659532948500100e+02
3.509721339968235876e-02 8.708407188035845365e+02 -1.383344201985826771e+02
3.542212712302975075e-02 8.761466798514157972e+02 -1.386929387181365030e+02
3.575004874693082924e-02 8.814182154133671929e+02 -1.390392215817206534e+02
3.608100611713393330e-02 8.866729601781987640e+02 -1.393760732618754901e+02
3.641502733717027346e-02 8.919116543405530138e+02 -1.397036026188097253e+02
3.675214077074055036e-02 8.971332632176247444e+02 -1.400216534478445851e+02
3.709237504412353503e-02 9.023456432360425197e+02 -1.403314357503601855e+02
3.743575904860672182e-02 9.075612410388840772e+02 -1.406348716310969280e+02
3.778232194293972696e-02 9.127681231903999333e+02 -1.409300718962539634e+02
3.813209315581046754e-02 9.179809537750378468e+02 -1.412192798041168089e+02
3.848510238834389197e-02 9.231959324370354807e+02 -1.415018648433508019e+02
3.884137961662419147e-02 9.284295180729221784e+02 -1.417803011855248769e+02
3.920095509424033342e-02 9.336818895602508519e+02 -1.420545516933104864e+02
3.956385935485486061e-02 9.389531606928817382e+02 -1.423245575668379104e+02
3.993012321479692817e-02 9.442643574102917228e+02 -1.425934326597629820e+02
4.029977777567887720e-02 9.495977623891729991e+02 -1.428583938693956554e+02
4.067285442703733045e-02 9.549811798762972330e+02 -1.431235407490640341e+02
4.104938484899882389e-02 9.604132864347471923e+02 -1.433885399521842032e+02
4.142940101496966898e-02 9.658991187191102199e+02 -1.436540221127067412e+02
4.181293519435116263e-02 9.714399128309097478e+02 -1.439200318843014657e+02
4.220001995527986050e-02 9.770496858474716646e+02 -1.441884995725426108e+02
4.259068816739290664e-02 9.827255517290263924e+02 -1.444588418022489122e+02
4.298497300461929377e-02 9.884846037094716849e+02 -1.447333947074916125e+02
4.338290794799699868e-02 9.943249121973698266e+02 -1.450116971352453561e+02
4.378452678851577767e-02 1.000250126996315316e+03 -1.452940804565319581e+02
4.418986362998670453e-02 1.006268433117000654e+03 -1.455815456434977762e+02
4.459895289193826357e-02 1.012385507645554867e+03 -1.458746908923191086e+02
4.501182931253876196e-02 1.018615385499964077e+03 -1.461753170622420157e+02
4.542852795154656009e-02 1.024962729496255633e+03 -1.464838407041997641e+02
4.584908419328686396e-02 1.031413796949001153e+03 -1.467980503122002176e+02
4.627353374965653687e-02 1.038003267231142217e+03 -1.471226342844024089e+02
4.670191266315677076e-02 1.044715165357753904e+03 -1.474550358168333730e+02
4.713425730995337432e-02 1.051552151800917045e+03 -1.477953740107294891e+02
4.757060440296582288e-02 1.058526850042719389e+03 -1.481451317479497334e+02
4.801099099498492423e-02 1.065639328232246271e+03 -1.485040369299994438e+02
4.845545448181888537e-02 1.072893799922716425e+03 -1.488723684814507635e+02
4.890403260546895975e-02 1.080295748383576665e+03 -1.492505894632782031e+02
4.935676345733450154e-02 1.087840987506280044e+03 -1.496378074069135948e+02
4.981368548144716329e-02 1.095540123432521568e+03 -1.500351691151564069e+02
5.027483747773582590e-02 1.103392701321616642e+03 -1.504422936023440229e+02
5.074025860532094950e-02 1.111392910611289835e+03 -1.508580594435248656e+02
5.120998838583997598e-02 1.119538852706688658e+03 -1.512819103217759675e+02
5.168406670680349146e-02 1.127838810975596971e+03 -1.517146380164055870e+02
5.216253382498199642e-02 1.136271804308938727e+03 -1.521531244275881249e+02
5.264543036982451130e-02 1.144844830313490093e+03 -1.525980066617597402e+02
5.313279734690879580e-02 1.153556623425946327e+03 -1.530488308058099562e+02
5.362467614142307770e-02 1.162395957984494316e+03 -1.535038187295505736e+02
5.412110852168045688e-02 1.171366748425914693e+03 -1.539632151618122293e+02
5.462213664266588053e-02 1.180450799112778213e+03 -1.544243715737113973e+02
5.512780304961534955e-02 1.189652244253239360e+03 -1.548875769170488752e+02
5.563815068162918098e-02 1.198941331023290104e+03 -1.553487466219453381e+02
5.615322287531777229e-02 1.208323550164504013e+03 -1.558083869691965901e+02
5.667306336848177556e-02 1.217774667949171317e+03 -1.562632115264703714e+02
5.719771630382627925e-02 1.227291524379635575e+03 -1.567126586517561009e+02
5.772722623270888642e-02 1.236860865975649631e+03 -1.571549197455948956e+02
5.826163811892302175e-02 1.246453727840935244e+03 -1.575862220284449506e+02
5.880099734251621746e-02 1.256075641996055992e+03 -1.580072131131766184e+02
5.934534970364326034e-02 1.265683634339717855e+03 -1.584124682960930954e+02
5.989474142645552501e-02 1.275269453515432815e+03 -1.588009804046995441e+02
6.044921916302633397e-02 1.284813333529717738e+03 -1.591703708052318120e+02
6.100882999731208067e-02 1.294282152053401205e+03 -1.595166348688858591e+02
6.157362144915057289e-02 1.303670409276259761e+03 -1.598392815981688102e+02
6.214364147829645052e-02 1.312936402174545037e+03 -1.601333895267911487e+02
6.271893848849324771e-02 1.322057525699712187e+03 -1.603964939773988760e+02
6.329956133158415321e-02 1.331028354886592751e+03 -1.606282506719794867e+02
6.388555931165990076e-02 1.339792936993716239e+03 -1.608222734111856198e+02
6.447698218924559355e-02 1.348337040286004822e+03 -1.609773172534059427e+02
6.507388018552641429e-02 1.356635939449188982e+03 -1.610909104964477194e+02
6.567630398661179758e-02 1.364652259836623443e+03 -1.611591907248016184e+02
6.628430474783962578e-02 1.372363324321034042e+03 -1.611800838357549139e+02
6.689793409812040681e-02 1.379728848394630859e+03 -1.611495651620909371e+02
6.751724414432097587e-02 1.386744578539498434e+03 -1.610678661612119811e+02
6.814228747568933098e-02 1.393365486797628819e+03 -1.609305548840155495e+02
6.877311716832056054e-02 1.399567748582797094e+03 -1.607357379968370594e+02
6.940978678966333582e-02 1.405326816257688279e+03 -1.604815089378433868e+02
7.005235040306923011e-02 1.410608183787519465e+03 -1.601649098984506168e+02
7.070086257238301919e-02 1.415398899011730464e+03 -1.597854830482440036e+02
7.135537836657625255e-02 1.419667249106134477e+03 -1.593407384512909175e+02
7.201595336442366546e-02 1.423416817044217396e+03 -1.588321650738083690e+02
7.268264365922236236e-02 1.426600054083630539e+03 -1.582556169938965240e+02
7.335550586355508995e-02 1.429247288090558868e+03 -1.576156197337300853e+02
7.403459711409791921e-02 1.431305267501208164e+03 -1.569074888063184403e+02
7.471997507647150372e-02 1.432791165995483880e+03 -1.561343336783959330e+02
7.541169795013807908e-02 1.433669006719214849e+03 -1.552934627843013971e+02
7.610982447334375955e-02 1.433976271495262154e+03 -1.543901985757950683e+02
7.681441392810574309e-02 1.433669384976335323e+03 -1.534210601291616172e+02
7.752552614524700625e-02 1.432794915090181576e+03 -1.523923036057804268e+02
7.824322150947626842e-02 1.431315181833670295e+03 -1.513011075600325341e+02
7.896756096451590379e-02 1.429242304711877978e+03 -1.501500222876427699e+02
7.969860601827719049e-02 1.426617932656655512e+03 -1.489446019360639184e+02
8.043641874808295233e-02 1.423448175258780793e+03 -1.476866305348701758e+02
8.118106180593900878e-02 1.419754918709836147e+03 -1.463794782959685676e+02
8.193259842385468283e-02 1.415587106743641243e+03 -1.450292256515934639e+02
8.269109241921164533e-02 1.410948189544219758e+03 -1.436372014767999872e+02
8.345660820018327430e-02 1.405892494502775435e+03 -1.422098363050855880e+02
8.422921077120422428e-02 1.400458521704479381e+03 -1.407518606604355114e+02
8.500896573848978899e-02 1.394680910708380225e+03 -1.392674674047286487e+02
8.579593931560716702e-02 1.388620090486520439e+03 -1.377633561064646415e+02
8.659019832909832515e-02 1.382320368187527038e+03 -1.362444337975353505e+02
8.739181022415400124e-02 1.375825396007604922e+03 -1.347154519508459884e+02
8.820084307034158078e-02 1.369178657653910250e+03 -1.331810098560630991e+02
8.901736556738468198e-02 1.362473624888318682e+03 -1.316504197312284532e+02
8.984144705099707251e-02 1.355735814926944613e+03 -1.301262387527853832e+02
9.067315749877070952e-02 1.349048849244812345e+03 -1.286164654803889960e+02
9.151256753611732020e-02 1.342472723712451170e+03 -1.271266785236766736e+02
9.235974844226597924e-02 1.336072228489789723e+03 -1.256627069376181538e+02
9.321477215631605862e-02 1.329871635066535873e+03 -1.242264672503015106e+02
9.407771128334546651e-02 1.323945834607047573e+03 -1.228244697573071704e+02
9.494863910057627088e-02 1.318321175500790332e+03 -1.214585857888413329e+02
9.582762956359731910e-02 1.313068954579774527e+03 -1.201347148627527019e+02
9.671475731264364550e-02 1.308234203465669225e+03 -1.188561872089851903e+02
9.761009767893535916e-02 1.303891620591650053e+03 -1.176289071951196661e+02
9.851372669107373581e-02 1.300078128985964895e+03 -1.164551784442364522e+02
9.942572108149760890e-02 1.296883976716331745e+03 -1.153419885406874528e+02
1.003461582929994350e-01 1.294289923513740860e+03 -1.142863877151722818e+02
1.012751164853008118e-01 1.292286334445375587e+03 -1.132863587458700465e+02
1.022126745416898075e-01 1.290919477291689418e+03 -1.123447400673846630e+02
1.031589120757196582e-01 1.290184517421189867e+03 -1.114598658569229457e+02
1.041139094379686797e-01 1.290121559933457547e+03 -1.106339243439823150e+02
